license,CC BY-NC 4.0 (all data),,,,,
reference,https://doi.org/10.1016/j.joule.2020.08.002 (all data),,,,,
comment,Averaged capacity factors for sub-regions in Lombardi’s study.,,,,,
nodes,NORD,CNOR,CSUD,SUD,SICI,SARD
techs,wind,wind,wind,wind,wind,wind
parameters,source_use_max,source_use_max,source_use_max,source_use_max,source_use_max,source_use_max
timesteps,,,,,,
2015-07-06 23:00:00,0.13789375,0.123366666666667,0.0834333333333333,0.14025,0.0405,0.0805
2015-07-07 00:00:00,0.1388875,0.127166666666667,0.0857,0.150975,0.0384,0.0916
2015-07-07 01:00:00,0.14125625,0.127666666666667,0.0882666666666667,0.160175,0.037,0.0915
2015-07-07 02:00:00,0.13985625,0.127833333333333,0.0871333333333333,0.163875,0.0336,0.0861
2015-07-07 03:00:00,0.13276875,0.1239,0.0824333333333333,0.161325,0.0295,0.0774
2015-07-07 04:00:00,0.1154125,0.1057,0.0695666666666667,0.13625,0.024,0.0672
2015-07-07 05:00:00,0.084375,0.0754666666666667,0.0363333333333333,0.0705,0.0181,0.0427
2015-07-07 06:00:00,0.08855,0.0717,0.0326666666666667,0.037675,0.0186,0.0287
2015-07-07 07:00:00,0.08874375,0.0559,0.0369333333333333,0.02705,0.0202,0.0308
2015-07-07 08:00:00,0.0787625,0.0478666666666667,0.0469,0.0262,0.0236,0.0338
2015-07-07 09:00:00,0.0839625,0.0476,0.0602333333333333,0.027375,0.0263,0.044
2015-07-07 10:00:00,0.10654375,0.05,0.0732333333333333,0.026975,0.0312,0.0582
2015-07-07 11:00:00,0.1317875,0.0538,0.0844333333333334,0.0291,0.0379,0.0732
2015-07-07 12:00:00,0.15113125,0.0584666666666667,0.0933333333333333,0.03395,0.0429,0.0911
2015-07-07 13:00:00,0.158825,0.0619333333333333,0.0948,0.038675,0.0443,0.1036
2015-07-07 14:00:00,0.15991875,0.0661666666666667,0.0892333333333333,0.041,0.0472,0.1079
2015-07-07 15:00:00,0.14904375,0.0683333333333333,0.0787666666666667,0.043075,0.0452,0.1041
2015-07-07 16:00:00,0.1287375,0.0676,0.0690666666666667,0.049125,0.0431,0.0902
2015-07-07 17:00:00,0.1034,0.0647666666666667,0.062,0.06335,0.0522,0.0678
2015-07-07 18:00:00,0.08175,0.0612666666666667,0.0582,0.07545,0.0595,0.0479
2015-07-07 19:00:00,0.068525,0.0635666666666667,0.048,0.07735,0.0425,0.0257
2015-07-07 20:00:00,0.06539375,0.0639666666666667,0.0468666666666667,0.087075,0.0267,0.0111
2015-07-07 21:00:00,0.05950625,0.069,0.0563333333333333,0.11045,0.0201,0.0077
2015-07-07 22:00:00,0.05329375,0.0724666666666667,0.0669666666666667,0.143075,0.0185,0.0079
2015-07-07 23:00:00,0.05404375,0.0751333333333333,0.0722,0.168825,0.0182,0.0083
2015-07-08 00:00:00,0.054,0.0768,0.0699666666666667,0.17555,0.0192,0.0085
2015-07-08 01:00:00,0.05139375,0.0748666666666667,0.0669333333333333,0.170475,0.021,0.0081
2015-07-08 02:00:00,0.04841875,0.0711,0.0627,0.159625,0.0229,0.009
2015-07-08 03:00:00,0.04944375,0.0690333333333333,0.0577333333333333,0.14795,0.0249,0.0098
2015-07-08 04:00:00,0.048325,0.0575,0.0439666666666667,0.111725,0.0233,0.0122
2015-07-08 05:00:00,0.02235,0.0377333333333333,0.0222666666666667,0.055475,0.0115,0.0118
2015-07-08 06:00:00,0.01518125,0.0209666666666667,0.00753333333333333,0.022875,0.0032,0.0061
2015-07-08 07:00:00,0.0261875,0.0112333333333333,0.00343333333333333,0.01105,0.0013,0.0052
2015-07-08 08:00:00,0.0504125,0.0098,0.00573333333333333,0.0128,0.0013,0.0069
2015-07-08 09:00:00,0.08005625,0.0107666666666667,0.0109,0.016475,0.0032,0.0067
2015-07-08 10:00:00,0.11591875,0.0151333333333333,0.0166666666666667,0.0194,0.0053,0.0063
2015-07-08 11:00:00,0.14511875,0.0212333333333333,0.0241666666666667,0.0253,0.0093,0.0098
2015-07-08 12:00:00,0.16683125,0.0291333333333333,0.0369666666666667,0.03435,0.0147,0.0242
2015-07-08 13:00:00,0.1883875,0.0374666666666667,0.0495333333333333,0.0442,0.021,0.0374
2015-07-08 14:00:00,0.1818625,0.0456,0.0647666666666667,0.05825,0.0324,0.0472
2015-07-08 15:00:00,0.15825,0.0511333333333333,0.0797,0.07505,0.0447,0.0479
2015-07-08 16:00:00,0.1251875,0.054,0.0864,0.085925,0.0542,0.0474
2015-07-08 17:00:00,0.09808125,0.0544333333333333,0.0783666666666667,0.08425,0.0634,0.045
2015-07-08 18:00:00,0.08343125,0.0508,0.0517666666666667,0.069475,0.0599,0.0362
2015-07-08 19:00:00,0.08036875,0.0446,0.0268333333333333,0.0545,0.0399,0.0219
2015-07-08 20:00:00,0.0798625,0.0394333333333333,0.0126,0.052875,0.025,0.0173
2015-07-08 21:00:00,0.0746875,0.0417333333333333,0.0176666666666667,0.06245,0.0184,0.0175
2015-07-08 22:00:00,0.06601875,0.0505,0.0300333333333333,0.076225,0.0182,0.0193
2015-07-08 23:00:00,0.0641,0.0659666666666667,0.0389,0.0953,0.0206,0.0267
2015-07-09 00:00:00,0.07585,0.0792333333333333,0.0365333333333333,0.10555,0.0219,0.0374
2015-07-09 01:00:00,0.08883125,0.0900666666666667,0.0307333333333333,0.103975,0.0197,0.044
2015-07-09 02:00:00,0.098425,0.0982333333333333,0.0249666666666667,0.095875,0.016,0.045
2015-07-09 03:00:00,0.10733125,0.100733333333333,0.0187,0.08015,0.0148,0.0467
2015-07-09 04:00:00,0.10464375,0.0932333333333333,0.0147,0.0554,0.0132,0.0483
2015-07-09 05:00:00,0.09085625,0.0822333333333333,0.00563333333333333,0.023175,0.0073,0.038
2015-07-09 06:00:00,0.12246875,0.0913666666666667,0.00723333333333333,0.011925,0.0121,0.0295
2015-07-09 07:00:00,0.15515625,0.0923666666666667,0.0240666666666667,0.0152,0.0195,0.0333
2015-07-09 08:00:00,0.194475,0.0926333333333333,0.0399,0.017775,0.0264,0.0434
2015-07-09 09:00:00,0.25515,0.102766666666667,0.0542333333333333,0.018275,0.0354,0.0605
2015-07-09 10:00:00,0.30175625,0.115266666666667,0.0704333333333333,0.0222,0.0455,0.081
2015-07-09 11:00:00,0.34025,0.126833333333333,0.0968,0.0278,0.0572,0.1025
2015-07-09 12:00:00,0.37176875,0.1438,0.130233333333333,0.0373,0.0665,0.1247
2015-07-09 13:00:00,0.397,0.168733333333333,0.162566666666667,0.052475,0.0711,0.1456
2015-07-09 14:00:00,0.38480625,0.193333333333333,0.1853,0.0709,0.0715,0.1646
2015-07-09 15:00:00,0.3424,0.2183,0.194866666666667,0.089075,0.0641,0.1816
2015-07-09 16:00:00,0.31935,0.241266666666667,0.195433333333333,0.1056,0.0512,0.1931
2015-07-09 17:00:00,0.30201875,0.2493,0.177533333333333,0.1236,0.0436,0.1976
2015-07-09 18:00:00,0.288075,0.242433333333333,0.1514,0.1459,0.0415,0.2018
2015-07-09 19:00:00,0.280575,0.2382,0.140566666666667,0.162975,0.0337,0.2018
2015-07-09 20:00:00,0.27601875,0.2369,0.1416,0.1734,0.0235,0.2187
2015-07-09 21:00:00,0.296075,0.242333333333333,0.163933333333333,0.193325,0.0138,0.2732
2015-07-09 22:00:00,0.3092375,0.251533333333333,0.1856,0.219075,0.0089,0.3374
2015-07-09 23:00:00,0.31115,0.264066666666667,0.2007,0.2484,0.0093,0.4183
2015-07-10 00:00:00,0.33155,0.266833333333333,0.211633333333333,0.275125,0.0149,0.4724
2015-07-10 01:00:00,0.37646875,0.251133333333333,0.219433333333333,0.293725,0.0238,0.5099
2015-07-10 02:00:00,0.4125,0.237566666666667,0.235666666666667,0.309225,0.0312,0.518
2015-07-10 03:00:00,0.41298125,0.229,0.241266666666667,0.310525,0.0391,0.5127
2015-07-10 04:00:00,0.37816875,0.229066666666667,0.217866666666667,0.271975,0.0478,0.5137
2015-07-10 05:00:00,0.357925,0.264266666666667,0.2829,0.27915,0.052,0.5804
2015-07-10 06:00:00,0.39835625,0.271,0.3227,0.278175,0.0892,0.6243
2015-07-10 07:00:00,0.38138125,0.247066666666667,0.3276,0.252375,0.1313,0.6523
2015-07-10 08:00:00,0.32815625,0.211033333333333,0.3054,0.218975,0.1865,0.674
2015-07-10 09:00:00,0.26028125,0.1695,0.2799,0.22645,0.2366,0.6687
2015-07-10 10:00:00,0.207075,0.135433333333333,0.266466666666667,0.262025,0.2819,0.6501
2015-07-10 11:00:00,0.17994375,0.124233333333333,0.252,0.30465,0.3235,0.6349
2015-07-10 12:00:00,0.163275,0.128066666666667,0.242233333333333,0.33745,0.3456,0.6223
2015-07-10 13:00:00,0.16216875,0.131266666666667,0.245533333333333,0.357025,0.3418,0.6087
2015-07-10 14:00:00,0.16419375,0.136966666666667,0.250233333333333,0.379275,0.3263,0.5929
2015-07-10 15:00:00,0.16358125,0.143466666666667,0.2519,0.3865,0.3249,0.5957
2015-07-10 16:00:00,0.16143125,0.1482,0.2396,0.382775,0.3132,0.6053
2015-07-10 17:00:00,0.15749375,0.139266666666667,0.206066666666667,0.36335,0.2749,0.6011
2015-07-10 18:00:00,0.15345,0.101366666666667,0.148666666666667,0.314475,0.2344,0.5718
2015-07-10 19:00:00,0.14343125,0.0685666666666667,0.111633333333333,0.28585,0.2024,0.5348
2015-07-10 20:00:00,0.1553,0.0468333333333333,0.0974333333333333,0.2816,0.1825,0.5434
2015-07-10 21:00:00,0.17135,0.0278,0.0806666666666667,0.289225,0.1898,0.575
2015-07-10 22:00:00,0.18241875,0.0201333333333333,0.0692,0.2929,0.2187,0.6347
2015-07-10 23:00:00,0.19356875,0.0236,0.0620333333333333,0.293475,0.2462,0.6901
2015-07-11 00:00:00,0.19336875,0.0311333333333333,0.0535666666666667,0.2765,0.2552,0.715
2015-07-11 01:00:00,0.203,0.0407,0.0476333333333333,0.246675,0.2684,0.7077
2015-07-11 02:00:00,0.19704375,0.0535,0.0423666666666667,0.22465,0.2808,0.6886
2015-07-11 03:00:00,0.18918125,0.0665,0.044,0.2139,0.2955,0.6681
2015-07-11 04:00:00,0.1619,0.0759,0.0462,0.217975,0.2885,0.6431
2015-07-11 05:00:00,0.146475,0.0897666666666667,0.0656666666666667,0.233175,0.368,0.6793
2015-07-11 06:00:00,0.14750625,0.0815333333333333,0.0735333333333333,0.221725,0.4149,0.6964
2015-07-11 07:00:00,0.10083125,0.0851333333333333,0.0785666666666667,0.2076,0.4503,0.6854
2015-07-11 08:00:00,0.067475,0.110033333333333,0.0850333333333333,0.1964,0.4924,0.668
2015-07-11 09:00:00,0.05363125,0.129233333333333,0.0848333333333333,0.184525,0.5061,0.6349
2015-07-11 10:00:00,0.05289375,0.138433333333333,0.0884,0.191125,0.5021,0.594
2015-07-11 11:00:00,0.060675,0.146466666666667,0.0975333333333333,0.206825,0.4951,0.549
2015-07-11 12:00:00,0.07195625,0.152433333333333,0.106966666666667,0.224275,0.4895,0.5183
2015-07-11 13:00:00,0.08113125,0.150566666666667,0.108033333333333,0.234875,0.4843,0.4794
2015-07-11 14:00:00,0.08485,0.1427,0.0993666666666667,0.23085,0.4717,0.4382
2015-07-11 15:00:00,0.083825,0.1297,0.0926666666666667,0.219725,0.4642,0.4343
2015-07-11 16:00:00,0.07723125,0.110733333333333,0.0892666666666667,0.215125,0.4495,0.4368
2015-07-11 17:00:00,0.0581,0.0916333333333333,0.0842333333333333,0.214925,0.4046,0.4048
2015-07-11 18:00:00,0.04081875,0.0763666666666667,0.0705333333333333,0.205625,0.3447,0.3304
2015-07-11 19:00:00,0.038575,0.0678333333333333,0.0645,0.1977,0.2973,0.2542
2015-07-11 20:00:00,0.04783125,0.0538333333333333,0.0656666666666667,0.196475,0.2688,0.2359
2015-07-11 21:00:00,0.05061875,0.0428666666666667,0.0664333333333333,0.193525,0.2411,0.2299
2015-07-11 22:00:00,0.05188125,0.0353,0.0704666666666667,0.187075,0.2193,0.2173
2015-07-11 23:00:00,0.0520125,0.0315,0.0804333333333334,0.18615,0.2018,0.2219
2015-07-12 00:00:00,0.056175,0.0289333333333333,0.0885,0.18505,0.1871,0.2278
2015-07-12 01:00:00,0.06194375,0.0292666666666667,0.0948,0.176475,0.1742,0.216
2015-07-12 02:00:00,0.0731625,0.0303,0.1016,0.17485,0.1653,0.2086
2015-07-12 03:00:00,0.08525625,0.0317333333333333,0.115833333333333,0.181025,0.1582,0.2134
2015-07-12 04:00:00,0.09798125,0.031,0.1177,0.17155,0.1465,0.1973
2015-07-12 05:00:00,0.0804875,0.0368333333333333,0.186766666666667,0.24335,0.1708,0.2074
2015-07-12 06:00:00,0.04460625,0.047,0.211933333333333,0.26015,0.1954,0.2529
2015-07-12 07:00:00,0.02039375,0.0394333333333333,0.195766666666667,0.259575,0.2034,0.2242
2015-07-12 08:00:00,0.025325,0.0276,0.178466666666667,0.259325,0.2112,0.1917
2015-07-12 09:00:00,0.0449125,0.0184666666666667,0.1527,0.247025,0.201,0.1652
2015-07-12 10:00:00,0.06795,0.0175,0.135966666666667,0.238975,0.1891,0.1509
2015-07-12 11:00:00,0.09378125,0.0207,0.129466666666667,0.2431,0.1908,0.1542
2015-07-12 12:00:00,0.1184125,0.0280333333333333,0.128466666666667,0.24535,0.1953,0.1617
2015-07-12 13:00:00,0.1329875,0.037,0.1288,0.244375,0.1961,0.1599
2015-07-12 14:00:00,0.1340875,0.0453666666666667,0.129533333333333,0.2398,0.1983,0.1433
2015-07-12 15:00:00,0.1301875,0.0522,0.128666666666667,0.23445,0.2187,0.1294
2015-07-12 16:00:00,0.1137125,0.0589333333333333,0.119533333333333,0.22085,0.238,0.1178
2015-07-12 17:00:00,0.09145625,0.0690333333333333,0.100966666666667,0.188775,0.2385,0.1012
2015-07-12 18:00:00,0.07404375,0.0847,0.0903666666666667,0.16125,0.2176,0.0872
2015-07-12 19:00:00,0.068425,0.0906,0.0653,0.13135,0.1834,0.0799
2015-07-12 20:00:00,0.06430625,0.0760666666666667,0.0466666666666667,0.11535,0.1688,0.0739
2015-07-12 21:00:00,0.0576875,0.0575666666666667,0.0375333333333333,0.108275,0.1505,0.0699
2015-07-12 22:00:00,0.0489625,0.0414,0.0304666666666667,0.11045,0.1289,0.0644
2015-07-12 23:00:00,0.0426875,0.0314333333333333,0.0268666666666667,0.1143,0.1138,0.0594
2015-07-13 00:00:00,0.03900625,0.0243666666666667,0.0243333333333333,0.114325,0.1015,0.0549
2015-07-13 01:00:00,0.03681875,0.0195333333333333,0.0218333333333333,0.110825,0.0906,0.0481
2015-07-13 02:00:00,0.03598125,0.0166333333333333,0.0231333333333333,0.10495,0.0802,0.0382
2015-07-13 03:00:00,0.03754375,0.0148,0.0279333333333333,0.103,0.0808,0.0282
2015-07-13 04:00:00,0.04109375,0.0133666666666667,0.0301666666666667,0.0943,0.0808,0.0243
2015-07-13 05:00:00,0.01944375,0.008,0.0227333333333333,0.10525,0.0773,0.0204
2015-07-13 06:00:00,0.01541875,0.00743333333333333,0.0351333333333333,0.146825,0.0769,0.0209
2015-07-13 07:00:00,0.02069375,0.0056,0.0438333333333333,0.159525,0.0634,0.0268
2015-07-13 08:00:00,0.02769375,0.00433333333333333,0.0467333333333333,0.161975,0.0516,0.031
2015-07-13 09:00:00,0.03665625,0.0084,0.0471333333333333,0.15375,0.0372,0.0404
2015-07-13 10:00:00,0.0457375,0.0155,0.0479666666666667,0.14705,0.0294,0.0509
2015-07-13 11:00:00,0.05715625,0.0254,0.0557,0.144075,0.0281,0.0593
2015-07-13 12:00:00,0.0693,0.0357,0.07,0.1477,0.0265,0.0587
2015-07-13 13:00:00,0.08105,0.0451,0.0891333333333333,0.1522,0.0288,0.057
2015-07-13 14:00:00,0.09050625,0.0525666666666667,0.109633333333333,0.15305,0.0364,0.0548
2015-07-13 15:00:00,0.099425,0.0577666666666667,0.121666666666667,0.1459,0.051,0.0587
2015-07-13 16:00:00,0.10213125,0.0626666666666667,0.122466666666667,0.13,0.061,0.0587
2015-07-13 17:00:00,0.08868125,0.0644666666666667,0.107333333333333,0.105375,0.0689,0.0673
2015-07-13 18:00:00,0.0718625,0.0647,0.0869333333333333,0.084975,0.0693,0.0708
2015-07-13 19:00:00,0.05664375,0.0524,0.0585666666666667,0.058675,0.0601,0.0632
2015-07-13 20:00:00,0.043825,0.0356333333333333,0.0357666666666667,0.04695,0.0536,0.0582
2015-07-13 21:00:00,0.035075,0.0233333333333333,0.0223,0.0475,0.0516,0.0593
2015-07-13 22:00:00,0.0315375,0.0158,0.0166,0.05445,0.0564,0.0632
2015-07-13 23:00:00,0.02910625,0.0116666666666667,0.0155666666666667,0.062875,0.0609,0.0697
2015-07-14 00:00:00,0.0291375,0.0107333333333333,0.0166666666666667,0.0706,0.0616,0.0763
2015-07-14 01:00:00,0.02969375,0.0112,0.0193666666666667,0.0771,0.0598,0.0841
2015-07-14 02:00:00,0.02911875,0.011,0.0236,0.08285,0.0563,0.0933
2015-07-14 03:00:00,0.0279625,0.0102,0.0277,0.084425,0.0513,0.0986
2015-07-14 04:00:00,0.02969375,0.0116,0.0305333333333333,0.079,0.0441,0.1011
2015-07-14 05:00:00,0.0151375,0.00796666666666667,0.0228,0.071025,0.0257,0.0759
2015-07-14 06:00:00,0.0170125,0.00676666666666667,0.0350666666666667,0.102925,0.0123,0.073
2015-07-14 07:00:00,0.0333125,0.0064,0.0389666666666667,0.107725,0.0095,0.067
2015-07-14 08:00:00,0.04968125,0.00613333333333333,0.0411,0.10645,0.0098,0.06
2015-07-14 09:00:00,0.0655625,0.00906666666666666,0.0411,0.10055,0.0118,0.0588
2015-07-14 10:00:00,0.078775,0.0172666666666667,0.0446666666666667,0.10315,0.0167,0.0628
2015-07-14 11:00:00,0.087425,0.0287,0.0546,0.115125,0.0248,0.0686
2015-07-14 12:00:00,0.089875,0.0402666666666667,0.0688666666666667,0.13075,0.0361,0.0748
2015-07-14 13:00:00,0.086,0.0514666666666667,0.0808666666666667,0.14285,0.0502,0.0829
2015-07-14 14:00:00,0.078475,0.0612333333333333,0.0907,0.14915,0.063,0.0908
2015-07-14 15:00:00,0.07076875,0.0698,0.0924666666666667,0.14215,0.0684,0.0974
2015-07-14 16:00:00,0.0684875,0.0786666666666667,0.0866,0.121775,0.0691,0.1033
2015-07-14 17:00:00,0.0588,0.0885,0.0810333333333333,0.091125,0.0675,0.1114
2015-07-14 18:00:00,0.0510125,0.0910333333333333,0.0650666666666667,0.065825,0.0638,0.1281
2015-07-14 19:00:00,0.0357375,0.0769666666666667,0.0371,0.040575,0.0531,0.1497
2015-07-14 20:00:00,0.02505625,0.0536333333333333,0.0187333333333333,0.029,0.0446,0.1534
2015-07-14 21:00:00,0.02070625,0.0372333333333333,0.0138333333333333,0.0309,0.0431,0.142
2015-07-14 22:00:00,0.0186625,0.0281,0.0131666666666667,0.0375,0.0412,0.1322
2015-07-14 23:00:00,0.01763125,0.0229666666666667,0.0153333333333333,0.043825,0.0396,0.1284
2015-07-15 00:00:00,0.01878125,0.0208,0.0182,0.0492,0.0403,0.1282
2015-07-15 01:00:00,0.02208125,0.0192333333333333,0.0211333333333333,0.053925,0.0449,0.131
2015-07-15 02:00:00,0.02625625,0.0186666666666667,0.0227666666666667,0.05745,0.052,0.1397
2015-07-15 03:00:00,0.03065,0.0197333333333333,0.0232666666666667,0.057,0.0578,0.1577
2015-07-15 04:00:00,0.036625,0.0210666666666667,0.0231666666666667,0.051675,0.0597,0.1726
2015-07-15 05:00:00,0.02541875,0.0144666666666667,0.0131,0.0389,0.0461,0.1441
2015-07-15 06:00:00,0.030125,0.0144,0.0119666666666667,0.038075,0.0396,0.1468
2015-07-15 07:00:00,0.08285,0.0133333333333333,0.0156666666666667,0.03475,0.0331,0.1787
2015-07-15 08:00:00,0.12660625,0.0124333333333333,0.0198666666666667,0.035775,0.0294,0.1877
2015-07-15 09:00:00,0.15811875,0.0144333333333333,0.0241333333333333,0.04145,0.0303,0.1855
2015-07-15 10:00:00,0.17105625,0.0193,0.0321333333333333,0.0522,0.034,0.1793
2015-07-15 11:00:00,0.16415,0.0275666666666667,0.0441,0.0675,0.0384,0.1714
2015-07-15 12:00:00,0.1494875,0.0386,0.0623,0.087725,0.0418,0.1652
2015-07-15 13:00:00,0.133525,0.0500666666666667,0.0841,0.1087,0.0439,0.162
2015-07-15 14:00:00,0.1192625,0.0608,0.1042,0.122925,0.0441,0.1621
2015-07-15 15:00:00,0.11195625,0.0699666666666667,0.1124,0.1189,0.0427,0.1572
2015-07-15 16:00:00,0.11645,0.0759666666666667,0.107966666666667,0.09935,0.0407,0.1565
2015-07-15 17:00:00,0.1018625,0.0797333333333333,0.0946,0.07695,0.042,0.1675
2015-07-15 18:00:00,0.07866875,0.0708333333333334,0.0792666666666667,0.06835,0.0385,0.1921
2015-07-15 19:00:00,0.06191875,0.0572,0.0546,0.051225,0.0212,0.2146
2015-07-15 20:00:00,0.05108125,0.0447333333333333,0.0335666666666667,0.0389,0.0125,0.2037
2015-07-15 21:00:00,0.04303125,0.0351333333333333,0.0223,0.032725,0.0108,0.1849
2015-07-15 22:00:00,0.03528125,0.0258333333333333,0.0155,0.0273,0.0112,0.1758
2015-07-15 23:00:00,0.03345625,0.0219333333333333,0.0119,0.023,0.0117,0.1701
2015-07-16 00:00:00,0.0327625,0.0220333333333333,0.0113,0.0207,0.0119,0.1692
2015-07-16 01:00:00,0.03530625,0.0238333333333333,0.0112666666666667,0.02015,0.0123,0.1706
2015-07-16 02:00:00,0.039475,0.0259666666666667,0.0116333333333333,0.0209,0.0128,0.1756
2015-07-16 03:00:00,0.04095625,0.0284,0.0124333333333333,0.021925,0.0127,0.1765
2015-07-16 04:00:00,0.042425,0.0310333333333333,0.0147,0.023725,0.0138,0.1731
2015-07-16 05:00:00,0.0338375,0.0226666666666667,0.00873333333333333,0.0142,0.0093,0.133
2015-07-16 06:00:00,0.0669375,0.012,0.0041,0.007775,0.0083,0.1227
2015-07-16 07:00:00,0.1168125,0.0139666666666667,0.00796666666666667,0.010575,0.0112,0.1264
2015-07-16 08:00:00,0.15520625,0.0200333333333333,0.0130666666666667,0.014,0.0171,0.119
2015-07-16 09:00:00,0.18773125,0.0293,0.0179333333333333,0.01675,0.0237,0.1286
2015-07-16 10:00:00,0.2084,0.0411,0.024,0.0191,0.0317,0.1473
2015-07-16 11:00:00,0.22005625,0.0547,0.0332333333333333,0.021875,0.0415,0.1639
2015-07-16 12:00:00,0.22666875,0.0699,0.0447333333333333,0.0255,0.049,0.1794
2015-07-16 13:00:00,0.22970625,0.0839,0.0624,0.03,0.0535,0.1883
2015-07-16 14:00:00,0.22584375,0.0917,0.0781,0.035975,0.0549,0.1945
2015-07-16 15:00:00,0.21244375,0.0886666666666667,0.0874,0.0435,0.0541,0.1844
2015-07-16 16:00:00,0.19108125,0.0812333333333333,0.0829333333333333,0.05265,0.0511,0.1667
2015-07-16 17:00:00,0.1472125,0.0711666666666667,0.0675666666666667,0.06145,0.052,0.1417
2015-07-16 18:00:00,0.1103125,0.0675666666666667,0.0487333333333333,0.058025,0.0473,0.1248
2015-07-16 19:00:00,0.09050625,0.0782333333333333,0.0315,0.046575,0.0338,0.1313
2015-07-16 20:00:00,0.0782625,0.0902,0.026,0.04975,0.0305,0.14
2015-07-16 21:00:00,0.0703875,0.0983333333333333,0.0304333333333333,0.065225,0.0353,0.162
2015-07-16 22:00:00,0.07023125,0.104866666666667,0.0400333333333333,0.08385,0.0437,0.1875
2015-07-16 23:00:00,0.0658375,0.1143,0.0460666666666667,0.103325,0.0522,0.1996
2015-07-17 00:00:00,0.05951875,0.115433333333333,0.0437333333333333,0.11345,0.059,0.2003
2015-07-17 01:00:00,0.0527375,0.1114,0.0369,0.108625,0.0638,0.1954
2015-07-17 02:00:00,0.046225,0.1076,0.0295,0.0922,0.0664,0.1888
2015-07-17 03:00:00,0.0421375,0.100766666666667,0.0218,0.073725,0.0637,0.1771
2015-07-17 04:00:00,0.042575,0.0883333333333333,0.0176333333333333,0.060975,0.0584,0.1637
2015-07-17 05:00:00,0.02949375,0.0530333333333333,0.009,0.034425,0.0396,0.1242
2015-07-17 06:00:00,0.0316625,0.0358666666666667,0.0046,0.012,0.0324,0.1096
2015-07-17 07:00:00,0.06999375,0.0323,0.0085,0.01615,0.0292,0.1098
2015-07-17 08:00:00,0.097725,0.0304333333333333,0.0114333333333333,0.0187,0.0317,0.0947
2015-07-17 09:00:00,0.12185,0.0297333333333333,0.0142333333333333,0.021,0.0343,0.0855
2015-07-17 10:00:00,0.1435875,0.0306,0.0201333333333333,0.02555,0.0385,0.0818
2015-07-17 11:00:00,0.16226875,0.0342666666666667,0.0306666666666667,0.033675,0.0449,0.0805
2015-07-17 12:00:00,0.1811,0.0371666666666667,0.0432,0.042625,0.0514,0.079
2015-07-17 13:00:00,0.1867125,0.0418333333333333,0.0545,0.05035,0.0577,0.0798
2015-07-17 14:00:00,0.18264375,0.0459666666666667,0.0630333333333333,0.056025,0.0632,0.0841
2015-07-17 15:00:00,0.17073125,0.0444333333333333,0.0664333333333333,0.06045,0.0677,0.0834
2015-07-17 16:00:00,0.151275,0.0401,0.0631333333333333,0.0629,0.073,0.0864
2015-07-17 17:00:00,0.11548125,0.0367666666666667,0.0571666666666667,0.06985,0.0759,0.0857
2015-07-17 18:00:00,0.072825,0.0358666666666667,0.0473666666666667,0.064075,0.0685,0.0698
2015-07-17 19:00:00,0.05146875,0.0270333333333333,0.0251666666666667,0.041975,0.0567,0.0487
2015-07-17 20:00:00,0.04265625,0.0193,0.00993333333333333,0.026775,0.051,0.0336
2015-07-17 21:00:00,0.03291875,0.0159,0.00656666666666667,0.02345,0.0492,0.0265
2015-07-17 22:00:00,0.02695,0.0155666666666667,0.0072,0.0295,0.0488,0.0307
2015-07-17 23:00:00,0.024625,0.0160666666666667,0.00756666666666667,0.035575,0.0495,0.0395
2015-07-18 00:00:00,0.02439375,0.0175333333333333,0.0074,0.0398,0.0518,0.0493
2015-07-18 01:00:00,0.02533125,0.0184333333333333,0.0073,0.040625,0.0544,0.0556
2015-07-18 02:00:00,0.02584375,0.0181666666666667,0.00756666666666667,0.04015,0.0568,0.0571
2015-07-18 03:00:00,0.02864375,0.017,0.00853333333333333,0.036675,0.0604,0.0502
2015-07-18 04:00:00,0.03621875,0.0164666666666667,0.0108333333333333,0.0327,0.0631,0.0424
2015-07-18 05:00:00,0.027325,0.0118333333333333,0.00936666666666667,0.02115,0.0466,0.0293
2015-07-18 06:00:00,0.00936875,0.0016,0.00883333333333333,0.0127,0.0289,0.0222
2015-07-18 07:00:00,0.03896875,0.00156666666666667,0.0190333333333333,0.020225,0.0199,0.0277
2015-07-18 08:00:00,0.0593625,0.00536666666666667,0.0241666666666667,0.024275,0.0193,0.0325
2015-07-18 09:00:00,0.0854875,0.0121333333333333,0.0239,0.020475,0.0194,0.0422
2015-07-18 10:00:00,0.10619375,0.023,0.0253,0.015375,0.0221,0.0544
2015-07-18 11:00:00,0.11556875,0.0359,0.0327,0.0152,0.0304,0.0659
2015-07-18 12:00:00,0.11770625,0.0502,0.0447333333333333,0.020925,0.0422,0.0754
2015-07-18 13:00:00,0.113075,0.0619333333333333,0.0594333333333333,0.03295,0.0554,0.0815
2015-07-18 14:00:00,0.104325,0.0686333333333333,0.0710666666666667,0.05035,0.0681,0.0793
2015-07-18 15:00:00,0.09475,0.0665666666666667,0.0752666666666667,0.065975,0.0768,0.0672
2015-07-18 16:00:00,0.08679375,0.057,0.0731666666666667,0.078775,0.0833,0.0542
2015-07-18 17:00:00,0.0653875,0.0450333333333333,0.0616333333333333,0.082575,0.08,0.0474
2015-07-18 18:00:00,0.03765625,0.0352333333333333,0.0442,0.06495,0.0664,0.0435
