license,CC BY-NC 4.0 (all data),,,,,
reference,https://doi.org/10.1016/j.joule.2020.08.002 (all data),,,,,
comment,Averaged capacity factors for sub-regions in Lombardi’s study.,,,,,
nodes,NORD,CNOR,CSUD,SUD,SICI,SARD
techs,wind,wind,wind,wind,wind,wind
parameters,source_use_max,source_use_max,source_use_max,source_use_max,source_use_max,source_use_max
timesteps,,,,,,
2015-02-24 03:00:00,0.0183625,0.0228,0.0179,0.081625,0.079,0.0241
2015-02-24 04:00:00,0.01904375,0.0205,0.0175,0.0778,0.0794,0.0204
2015-02-24 05:00:00,0.0218375,0.0175,0.0162666666666667,0.074025,0.0781,0.0169
2015-02-24 06:00:00,0.024575,0.0151333333333333,0.0135333333333333,0.0599,0.0732,0.0137
2015-02-24 07:00:00,0.0306875,0.0105666666666667,0.00876666666666667,0.042325,0.0634,0.0109
2015-02-24 08:00:00,0.06236875,0.00663333333333333,0.00496666666666667,0.02775,0.0651,0.0119
2015-02-24 09:00:00,0.10010625,0.00656666666666667,0.00646666666666667,0.017475,0.0642,0.0159
2015-02-24 10:00:00,0.15194375,0.0108666666666667,0.0124666666666667,0.0145,0.0663,0.0296
2015-02-24 11:00:00,0.1842875,0.0202666666666667,0.0200666666666667,0.013025,0.0741,0.0642
2015-02-24 12:00:00,0.1966875,0.0329,0.0264666666666667,0.01225,0.0846,0.1029
2015-02-24 13:00:00,0.17478125,0.0414333333333333,0.0304333333333333,0.01415,0.0945,0.1201
2015-02-24 14:00:00,0.1286625,0.0436333333333333,0.0307666666666667,0.01635,0.1001,0.1211
2015-02-24 15:00:00,0.075925,0.0382666666666667,0.0294,0.0212,0.096,0.1115
2015-02-24 16:00:00,0.0577375,0.0405333333333333,0.0349666666666667,0.0265,0.0944,0.0991
2015-02-24 17:00:00,0.0542875,0.0472,0.0375,0.024875,0.0918,0.0963
2015-02-24 18:00:00,0.05284375,0.0578,0.0366666666666667,0.026875,0.0896,0.0965
2015-02-24 19:00:00,0.06265,0.0745333333333333,0.0384,0.038575,0.0923,0.118
2015-02-24 20:00:00,0.0656375,0.0925666666666667,0.0467,0.05725,0.0933,0.1454
2015-02-24 21:00:00,0.05398125,0.1111,0.0587666666666667,0.07935,0.0898,0.1715
2015-02-24 22:00:00,0.0422125,0.129533333333333,0.0707,0.10435,0.0867,0.1859
2015-02-24 23:00:00,0.032275,0.132833333333333,0.0829333333333334,0.1337,0.0846,0.1947
2015-02-25 00:00:00,0.024,0.1269,0.0851333333333333,0.156725,0.0858,0.1844
2015-02-25 01:00:00,0.0177375,0.124133333333333,0.0854666666666667,0.17415,0.0887,0.1646
2015-02-25 02:00:00,0.0175875,0.127066666666667,0.0786666666666667,0.172875,0.0859,0.1518
2015-02-25 03:00:00,0.02134375,0.136633333333333,0.0784666666666667,0.17025,0.0875,0.1526
2015-02-25 04:00:00,0.02514375,0.149233333333333,0.0869666666666667,0.17515,0.0982,0.1673
2015-02-25 05:00:00,0.03264375,0.1591,0.0979333333333333,0.1853,0.1168,0.1874
2015-02-25 06:00:00,0.0380125,0.1615,0.1001,0.16625,0.1223,0.2028
2015-02-25 07:00:00,0.04833125,0.176666666666667,0.1013,0.1384,0.1356,0.2233
2015-02-25 08:00:00,0.09240625,0.2355,0.126766666666667,0.123825,0.1722,0.2974
2015-02-25 09:00:00,0.126125,0.2795,0.148233333333333,0.11015,0.19,0.3325
2015-02-25 10:00:00,0.1739625,0.300166666666667,0.158433333333333,0.11345,0.1795,0.3671
2015-02-25 11:00:00,0.2234625,0.319566666666667,0.1831,0.12495,0.1622,0.4165
2015-02-25 12:00:00,0.23670625,0.327066666666667,0.2082,0.1381,0.1468,0.4456
2015-02-25 13:00:00,0.206475,0.3444,0.236766666666667,0.15915,0.1411,0.4439
2015-02-25 14:00:00,0.1657875,0.3048,0.242333333333333,0.189425,0.1455,0.4146
2015-02-25 15:00:00,0.120625,0.251233333333333,0.2023,0.1987,0.1607,0.3813
2015-02-25 16:00:00,0.11169375,0.244766666666667,0.2001,0.209925,0.1746,0.3123
2015-02-25 17:00:00,0.10708125,0.236333333333333,0.2322,0.24145,0.1857,0.3115
2015-02-25 18:00:00,0.09434375,0.245133333333333,0.273066666666667,0.2679,0.1951,0.312
2015-02-25 19:00:00,0.0962,0.268733333333333,0.326133333333333,0.29805,0.2077,0.3305
2015-02-25 20:00:00,0.09850625,0.298066666666667,0.350133333333333,0.318325,0.2255,0.4262
2015-02-25 21:00:00,0.10714375,0.311433333333333,0.386133333333333,0.3367,0.2247,0.4835
2015-02-25 22:00:00,0.120025,0.315066666666667,0.422666666666667,0.359425,0.2145,0.4451
2015-02-25 23:00:00,0.13738125,0.3064,0.455533333333333,0.387,0.2227,0.393
2015-02-26 00:00:00,0.1564,0.258166666666667,0.455233333333333,0.3894,0.2548,0.4508
2015-02-26 01:00:00,0.1859125,0.2088,0.442166666666667,0.395975,0.2828,0.5399
2015-02-26 02:00:00,0.21049375,0.169566666666667,0.4299,0.418575,0.3147,0.6045
2015-02-26 03:00:00,0.22358125,0.133433333333333,0.359,0.428075,0.3681,0.6636
2015-02-26 04:00:00,0.22330625,0.1108,0.274,0.409225,0.4229,0.7165
2015-02-26 05:00:00,0.21503125,0.0876,0.204633333333333,0.375,0.4554,0.733
2015-02-26 06:00:00,0.1964,0.0626333333333333,0.1387,0.3189,0.462,0.7389
2015-02-26 07:00:00,0.1641875,0.0498666666666667,0.107433333333333,0.29585,0.5385,0.7502
2015-02-26 08:00:00,0.17675,0.0542666666666667,0.0977333333333333,0.30915,0.6317,0.7774
2015-02-26 09:00:00,0.22504375,0.0630333333333333,0.0903333333333333,0.317125,0.6187,0.7709
2015-02-26 10:00:00,0.227725,0.0658333333333333,0.0819333333333333,0.3115,0.5727,0.7381
2015-02-26 11:00:00,0.21671875,0.0695333333333333,0.0729333333333333,0.28665,0.5403,0.7063
2015-02-26 12:00:00,0.2053375,0.0797,0.0686666666666667,0.25695,0.5216,0.6821
2015-02-26 13:00:00,0.1953375,0.0945333333333334,0.0712666666666667,0.230975,0.5143,0.675
2015-02-26 14:00:00,0.18783125,0.103533333333333,0.0722,0.20285,0.502,0.6739
2015-02-26 15:00:00,0.168925,0.0839666666666667,0.0532333333333333,0.15315,0.4688,0.6738
2015-02-26 16:00:00,0.170025,0.0648,0.0462666666666667,0.12965,0.417,0.6152
2015-02-26 17:00:00,0.1747625,0.0556333333333333,0.0549333333333333,0.13425,0.3862,0.6149
2015-02-26 18:00:00,0.19295625,0.044,0.0636,0.145175,0.3781,0.6495
2015-02-26 19:00:00,0.214075,0.0358,0.0697333333333333,0.161225,0.3567,0.6402
2015-02-26 20:00:00,0.22853125,0.0309666666666667,0.0792333333333333,0.17565,0.3343,0.6151
2015-02-26 21:00:00,0.259875,0.0288666666666667,0.089,0.196475,0.3139,0.6136
2015-02-26 22:00:00,0.2905625,0.0294666666666667,0.108733333333333,0.221175,0.2983,0.6041
2015-02-26 23:00:00,0.31279375,0.0315333333333333,0.1327,0.237625,0.2985,0.5621
2015-02-27 00:00:00,0.3391,0.0346666666666667,0.163233333333333,0.27095,0.2933,0.4966
2015-02-27 01:00:00,0.35654375,0.0392666666666667,0.175066666666667,0.2818,0.2857,0.4119
2015-02-27 02:00:00,0.3632,0.0475,0.195233333333333,0.301075,0.2839,0.3211
2015-02-27 03:00:00,0.35688125,0.0558666666666667,0.2026,0.315475,0.286,0.2454
2015-02-27 04:00:00,0.35123125,0.0609,0.1888,0.321875,0.2886,0.1724
2015-02-27 05:00:00,0.35750625,0.0618333333333333,0.1687,0.3139,0.29,0.1353
2015-02-27 06:00:00,0.33554375,0.0590333333333333,0.1475,0.28745,0.2661,0.1209
2015-02-27 07:00:00,0.26563125,0.0446333333333333,0.1683,0.35105,0.2647,0.1148
2015-02-27 08:00:00,0.2153625,0.045,0.269233333333333,0.4816,0.366,0.1542
2015-02-27 09:00:00,0.19604375,0.0371,0.265866666666667,0.48895,0.3641,0.163
2015-02-27 10:00:00,0.1659625,0.0225666666666667,0.2422,0.476725,0.3211,0.1732
2015-02-27 11:00:00,0.15748125,0.0221,0.2207,0.46525,0.3103,0.2126
2015-02-27 12:00:00,0.16980625,0.0413333333333333,0.210266666666667,0.46875,0.3363,0.2525
2015-02-27 13:00:00,0.17808125,0.0670333333333333,0.210766666666667,0.480875,0.3743,0.2754
2015-02-27 14:00:00,0.17353125,0.0937333333333333,0.201533333333333,0.4713,0.4013,0.2636
2015-02-27 15:00:00,0.14141875,0.0870333333333333,0.159833333333333,0.40845,0.4117,0.2435
2015-02-27 16:00:00,0.14538125,0.0716333333333333,0.1284,0.351675,0.3945,0.2274
2015-02-27 17:00:00,0.14701875,0.0613333333333333,0.0989666666666667,0.315575,0.3656,0.2156
2015-02-27 18:00:00,0.16941875,0.0532333333333333,0.0659333333333333,0.268775,0.3375,0.2084
2015-02-27 19:00:00,0.19436875,0.0518666666666667,0.0406666666666667,0.22165,0.3106,0.2196
2015-02-27 20:00:00,0.196925,0.052,0.0278333333333333,0.183575,0.2847,0.2684
2015-02-27 21:00:00,0.197,0.0533666666666667,0.0201666666666667,0.163875,0.2552,0.3243
2015-02-27 22:00:00,0.18974375,0.0594,0.0164333333333333,0.15995,0.2395,0.3507
2015-02-27 23:00:00,0.1890875,0.0671666666666667,0.0164,0.155475,0.2476,0.3725
2015-02-28 00:00:00,0.21086875,0.0762333333333333,0.0226,0.154325,0.2655,0.3676
2015-02-28 01:00:00,0.2301,0.0953333333333333,0.0307,0.158975,0.2661,0.3714
2015-02-28 02:00:00,0.228675,0.122866666666667,0.0369333333333333,0.1611,0.2519,0.3784
2015-02-28 03:00:00,0.216675,0.153633333333333,0.0478,0.163525,0.2494,0.3667
2015-02-28 04:00:00,0.20998125,0.189566666666667,0.0716666666666667,0.175125,0.2384,0.3619
2015-02-28 05:00:00,0.18718125,0.229466666666667,0.104733333333333,0.201225,0.2084,0.3804
2015-02-28 06:00:00,0.1672375,0.237166666666667,0.120933333333333,0.199025,0.1732,0.3881
2015-02-28 07:00:00,0.14973125,0.201566666666667,0.1143,0.158625,0.155,0.4602
2015-02-28 08:00:00,0.15815,0.293466666666667,0.181433333333333,0.1835,0.1571,0.4988
2015-02-28 09:00:00,0.1900875,0.356933333333333,0.2474,0.204275,0.1501,0.537
2015-02-28 10:00:00,0.20546875,0.3963,0.326833333333333,0.241175,0.1434,0.5615
2015-02-28 11:00:00,0.21750625,0.438366666666667,0.410833333333333,0.3019,0.1529,0.5647
2015-02-28 12:00:00,0.23133125,0.4534,0.4834,0.38645,0.1726,0.5555
2015-02-28 13:00:00,0.2364375,0.428,0.528133333333333,0.481425,0.1952,0.5464
2015-02-28 14:00:00,0.21976875,0.398933333333333,0.534266666666667,0.54,0.2121,0.5374
2015-02-28 15:00:00,0.2040125,0.391766666666667,0.468766666666667,0.51195,0.2225,0.4951
2015-02-28 16:00:00,0.18266875,0.3842,0.403266666666667,0.476575,0.2217,0.4156
2015-02-28 17:00:00,0.163375,0.3706,0.400466666666667,0.480725,0.2294,0.4
2015-02-28 18:00:00,0.15403125,0.341666666666667,0.404866666666667,0.4619,0.2405,0.4081
2015-02-28 19:00:00,0.15305,0.3279,0.420366666666667,0.448975,0.2453,0.425
2015-02-28 20:00:00,0.15479375,0.3168,0.425066666666667,0.452225,0.26,0.4248
2015-02-28 21:00:00,0.15904375,0.309133333333333,0.428366666666667,0.4577,0.2781,0.4274
2015-02-28 22:00:00,0.15919375,0.291733333333333,0.4124,0.46055,0.2892,0.4197
2015-02-28 23:00:00,0.149225,0.248533333333333,0.381066666666667,0.452375,0.2887,0.4083
2015-03-01 00:00:00,0.13275625,0.210666666666667,0.337133333333333,0.429075,0.2894,0.3858
2015-03-01 01:00:00,0.12443125,0.193333333333333,0.296033333333333,0.40935,0.2887,0.3601
2015-03-01 02:00:00,0.118175,0.183633333333333,0.269133333333333,0.38665,0.2785,0.3318
2015-03-01 03:00:00,0.11090625,0.1747,0.255433333333333,0.354175,0.2713,0.3037
2015-03-01 04:00:00,0.108875,0.175666666666667,0.261,0.333525,0.2513,0.292
2015-03-01 05:00:00,0.10831875,0.183766666666667,0.273133333333333,0.335325,0.2445,0.2795
2015-03-01 06:00:00,0.11111875,0.189733333333333,0.282933333333333,0.334175,0.2175,0.2711
2015-03-01 07:00:00,0.10603125,0.230466666666667,0.3318,0.3982,0.2344,0.2673
2015-03-01 08:00:00,0.1158125,0.287666666666667,0.3585,0.418675,0.2994,0.303
2015-03-01 09:00:00,0.1629875,0.328733333333333,0.359033333333333,0.41285,0.3316,0.3051
2015-03-01 10:00:00,0.2100625,0.362966666666667,0.363066666666667,0.423525,0.3481,0.3079
2015-03-01 11:00:00,0.24046875,0.3881,0.385566666666667,0.4547,0.3728,0.3176
2015-03-01 12:00:00,0.2582875,0.4055,0.412633333333333,0.492425,0.3978,0.3057
2015-03-01 13:00:00,0.279125,0.4286,0.4245,0.524525,0.3993,0.2739
2015-03-01 14:00:00,0.27553125,0.4456,0.4239,0.54505,0.3719,0.2532
2015-03-01 15:00:00,0.2423125,0.453866666666667,0.402333333333333,0.529325,0.314,0.2522
2015-03-01 16:00:00,0.22288125,0.455966666666667,0.383,0.5118,0.246,0.2352
2015-03-01 17:00:00,0.2212875,0.465966666666667,0.4131,0.5182,0.2231,0.2512
2015-03-01 18:00:00,0.22295,0.473,0.4361,0.52385,0.2155,0.279
2015-03-01 19:00:00,0.22313125,0.466333333333333,0.456733333333333,0.534425,0.2231,0.3181
2015-03-01 20:00:00,0.215975,0.4552,0.469833333333333,0.546925,0.2254,0.348
2015-03-01 21:00:00,0.21451875,0.466833333333333,0.472533333333333,0.5468,0.2085,0.3509
2015-03-01 22:00:00,0.21009375,0.4947,0.481266666666667,0.5512,0.2066,0.3555
2015-03-01 23:00:00,0.2085125,0.518033333333333,0.506666666666667,0.557225,0.2151,0.3773
2015-03-02 00:00:00,0.21243125,0.531433333333333,0.5261,0.568475,0.2422,0.3827
2015-03-02 01:00:00,0.2188,0.5379,0.5247,0.577625,0.2752,0.3699
2015-03-02 02:00:00,0.227875,0.5488,0.519633333333333,0.57085,0.3119,0.3669
2015-03-02 03:00:00,0.242475,0.584333333333333,0.514,0.559275,0.3282,0.3652
2015-03-02 04:00:00,0.2539875,0.5944,0.513033333333333,0.538375,0.3373,0.3498
2015-03-02 05:00:00,0.25793125,0.606866666666667,0.513033333333333,0.5349,0.3376,0.3586
2015-03-02 06:00:00,0.25810625,0.6143,0.515933333333333,0.5254,0.3136,0.3536
2015-03-02 07:00:00,0.25969375,0.640933333333333,0.571666666666667,0.587425,0.3708,0.3724
2015-03-02 08:00:00,0.3207375,0.707666666666667,0.640433333333333,0.624325,0.4369,0.4487
2015-03-02 09:00:00,0.37720625,0.715866666666667,0.676766666666667,0.646275,0.4693,0.4674
2015-03-02 10:00:00,0.3957875,0.689233333333333,0.6887,0.67145,0.4955,0.4703
2015-03-02 11:00:00,0.39109375,0.6389,0.684733333333333,0.70105,0.5191,0.4695
2015-03-02 12:00:00,0.37650625,0.558233333333333,0.659766666666667,0.718075,0.5305,0.4863
2015-03-02 13:00:00,0.3449625,0.451433333333333,0.611233333333333,0.712075,0.525,0.5201
2015-03-02 14:00:00,0.2872,0.338566666666667,0.525066666666667,0.673775,0.4922,0.5533
2015-03-02 15:00:00,0.22795,0.226466666666667,0.3833,0.59415,0.4128,0.5836
2015-03-02 16:00:00,0.1907375,0.165,0.2978,0.51525,0.3452,0.5173
2015-03-02 17:00:00,0.16766875,0.1539,0.2634,0.4629,0.3235,0.4745
2015-03-02 18:00:00,0.14871875,0.148,0.237966666666667,0.417475,0.3278,0.4741
2015-03-02 19:00:00,0.13868125,0.149133333333333,0.209366666666667,0.3832,0.336,0.4733
2015-03-02 20:00:00,0.13860625,0.150333333333333,0.173966666666667,0.349075,0.3386,0.4839
2015-03-02 21:00:00,0.13465625,0.1689,0.151833333333333,0.324775,0.3155,0.4795
2015-03-02 22:00:00,0.1333125,0.1876,0.127233333333333,0.292125,0.3041,0.424
2015-03-02 23:00:00,0.133825,0.187766666666667,0.1062,0.264875,0.3112,0.3486
2015-03-03 00:00:00,0.13769375,0.1993,0.0973,0.2573,0.3078,0.3182
2015-03-03 01:00:00,0.1476125,0.210966666666667,0.0992666666666667,0.2514,0.2807,0.3
2015-03-03 02:00:00,0.1400375,0.2164,0.111366666666667,0.251825,0.2364,0.2797
2015-03-03 03:00:00,0.1356125,0.219166666666667,0.1265,0.2479,0.2031,0.2759
2015-03-03 04:00:00,0.15020625,0.2244,0.149,0.253725,0.1939,0.2703
2015-03-03 05:00:00,0.15530625,0.236233333333333,0.164066666666667,0.2538,0.1907,0.2645
2015-03-03 06:00:00,0.163075,0.243,0.1561,0.213175,0.1623,0.2457
2015-03-03 07:00:00,0.1632875,0.2751,0.188966666666667,0.210025,0.1777,0.2392
2015-03-03 08:00:00,0.1706125,0.397933333333333,0.242433333333333,0.22315,0.2104,0.33
2015-03-03 09:00:00,0.1873375,0.455833333333333,0.308133333333333,0.25305,0.2294,0.4087
2015-03-03 10:00:00,0.22426875,0.464033333333333,0.376233333333333,0.3116,0.2444,0.4486
2015-03-03 11:00:00,0.27590625,0.464766666666667,0.419,0.3806,0.2568,0.435
2015-03-03 12:00:00,0.3377,0.470133333333333,0.450433333333333,0.443825,0.2708,0.3867
2015-03-03 13:00:00,0.37636875,0.4716,0.469333333333333,0.490025,0.2843,0.3455
2015-03-03 14:00:00,0.3769875,0.453833333333333,0.463066666666667,0.5097,0.277,0.3183
2015-03-03 15:00:00,0.36420625,0.432333333333333,0.414433333333333,0.47115,0.2426,0.2846
2015-03-03 16:00:00,0.3780875,0.400866666666667,0.399033333333333,0.439375,0.2131,0.2247
2015-03-03 17:00:00,0.3879625,0.3587,0.407666666666667,0.45215,0.2102,0.2106
2015-03-03 18:00:00,0.40901875,0.329033333333333,0.388533333333333,0.45285,0.2094,0.2238
2015-03-03 19:00:00,0.40951875,0.3022,0.351766666666667,0.438825,0.2135,0.2487
2015-03-03 20:00:00,0.40305,0.279366666666667,0.307233333333333,0.42085,0.2217,0.275
2015-03-03 21:00:00,0.3833,0.2486,0.258866666666667,0.396475,0.2187,0.29
2015-03-03 22:00:00,0.35771875,0.212033333333333,0.202566666666667,0.364225,0.212,0.2892
2015-03-03 23:00:00,0.32939375,0.1719,0.153433333333333,0.342425,0.2101,0.2806
2015-03-04 00:00:00,0.30119375,0.1461,0.115866666666667,0.308725,0.2102,0.2684
2015-03-04 01:00:00,0.26895,0.1286,0.0895333333333333,0.27355,0.2061,0.252
2015-03-04 02:00:00,0.2344875,0.1103,0.0655333333333333,0.226575,0.198,0.2289
2015-03-04 03:00:00,0.2101875,0.0885666666666667,0.0494666666666667,0.185375,0.1933,0.1998
2015-03-04 04:00:00,0.1928,0.0727333333333333,0.0369333333333333,0.1475,0.1899,0.1708
2015-03-04 05:00:00,0.17598125,0.0643666666666667,0.0256,0.11105,0.1837,0.1513
2015-03-04 06:00:00,0.14925625,0.0574666666666667,0.0153666666666667,0.06385,0.1445,0.1255
2015-03-04 07:00:00,0.11210625,0.0438333333333333,0.00706666666666667,0.02945,0.1426,0.1013
2015-03-04 08:00:00,0.07193125,0.0290333333333333,0.00486666666666667,0.021875,0.178,0.1258
2015-03-04 09:00:00,0.053475,0.0278666666666667,0.00143333333333333,0.021,0.1548,0.1184
2015-03-04 10:00:00,0.04380625,0.0312333333333333,0.00496666666666667,0.02965,0.1265,0.1052
2015-03-04 11:00:00,0.0367,0.0341333333333333,0.0167666666666667,0.052975,0.1126,0.0906
2015-03-04 12:00:00,0.0487875,0.0360666666666667,0.0331666666666667,0.085275,0.1085,0.0806
2015-03-04 13:00:00,0.0685,0.0350333333333333,0.0486666666666667,0.116325,0.1023,0.0738
2015-03-04 14:00:00,0.08363125,0.0295333333333333,0.0609333333333333,0.14025,0.0857,0.0657
2015-03-04 15:00:00,0.08376875,0.0227,0.0566333333333333,0.12995,0.0654,0.0494
2015-03-04 16:00:00,0.09001875,0.0204333333333333,0.0473666666666667,0.10635,0.0599,0.0359
2015-03-04 17:00:00,0.08710625,0.0189,0.0352666666666667,0.077875,0.0542,0.0218
2015-03-04 18:00:00,0.07956875,0.0201,0.0262333333333333,0.0534,0.0486,0.0111
2015-03-04 19:00:00,0.0743625,0.0273333333333333,0.0202333333333333,0.0444,0.0484,0.0185
2015-03-04 20:00:00,0.0744125,0.041,0.0172333333333333,0.044075,0.0517,0.0507
2015-03-04 21:00:00,0.0761,0.0552333333333333,0.0186333333333333,0.0464,0.0553,0.0876
2015-03-04 22:00:00,0.08565625,0.0655,0.0227666666666667,0.04875,0.0644,0.1132
2015-03-04 23:00:00,0.096925,0.0711,0.0284,0.049025,0.0761,0.1282
2015-03-05 00:00:00,0.10226875,0.0715,0.0315666666666667,0.0478,0.0833,0.1278
2015-03-05 01:00:00,0.1003125,0.0702333333333333,0.0313666666666667,0.046075,0.0794,0.119
2015-03-05 02:00:00,0.096925,0.071,0.0307,0.044675,0.0726,0.1135
2015-03-05 03:00:00,0.0883,0.0705333333333333,0.0306,0.044425,0.0678,0.1149
2015-03-05 04:00:00,0.0804125,0.0731666666666667,0.0356,0.047575,0.0677,0.1179
2015-03-05 05:00:00,0.07655625,0.0794666666666667,0.0429,0.054675,0.0763,0.1177
2015-03-05 06:00:00,0.06595,0.0781333333333333,0.0442,0.053325,0.0793,0.1099
2015-03-05 07:00:00,0.04248125,0.0613333333333333,0.0364,0.04,0.0875,0.0682
2015-03-05 08:00:00,0.0377375,0.0738666666666667,0.0554,0.047075,0.1039,0.0488
2015-03-05 09:00:00,0.03909375,0.0732,0.0533666666666667,0.042225,0.0936,0.0435
2015-03-05 10:00:00,0.0425875,0.0619666666666667,0.0467666666666667,0.032725,0.0792,0.0373
2015-03-05 11:00:00,0.04748125,0.0506666666666667,0.0431,0.0273,0.0673,0.0381
2015-03-05 12:00:00,0.0483375,0.0411666666666667,0.0392666666666667,0.024475,0.0615,0.0441
2015-03-05 13:00:00,0.04351875,0.0334666666666667,0.0344333333333333,0.02365,0.0603,0.0523
2015-03-05 14:00:00,0.03875,0.0269,0.0305,0.026175,0.0628,0.0546
2015-03-05 15:00:00,0.0321125,0.0218333333333333,0.0275666666666667,0.037125,0.0673,0.0505
2015-03-05 16:00:00,0.02323125,0.023,0.0277,0.0521,0.0769,0.0449
2015-03-05 17:00:00,0.01421875,0.0255666666666667,0.0242333333333333,0.056425,0.0875,0.0389
2015-03-05 18:00:00,0.01079375,0.0261,0.0241,0.0593,0.0969,0.0379
2015-03-05 19:00:00,0.0128875,0.0236666666666667,0.0277333333333333,0.06375,0.1134,0.0406
2015-03-05 20:00:00,0.018375,0.0196666666666667,0.0351,0.07415,0.1252,0.0418
2015-03-05 21:00:00,0.02436875,0.0171666666666667,0.0459,0.08875,0.1285,0.0378
2015-03-05 22:00:00,0.0328875,0.0190666666666667,0.0558333333333333,0.099425,0.1298,0.0319
2015-03-05 23:00:00,0.042,0.0243333333333333,0.0618666666666667,0.1025,0.1241,0.0278
2015-03-06 00:00:00,0.04965,0.0314666666666667,0.0632,0.0955,0.1196,0.0247
2015-03-06 01:00:00,0.052225,0.0379333333333333,0.0602666666666667,0.08225,0.1168,0.0231
2015-03-06 02:00:00,0.05351875,0.0396333333333333,0.0553,0.067275,0.1179,0.0231
2015-03-06 03:00:00,0.05383125,0.0371333333333333,0.0488333333333333,0.057525,0.1185,0.0292
2015-03-06 04:00:00,0.05515,0.0339,0.0434666666666667,0.055575,0.1138,0.0436
2015-03-06 05:00:00,0.0616625,0.0333,0.0388,0.056425,0.111,0.0635
2015-03-06 06:00:00,0.06260625,0.0322666666666667,0.0311666666666667,0.0492,0.0977,0.0792
2015-03-06 07:00:00,0.06088125,0.0317666666666667,0.0275,0.0392,0.0905,0.0759
2015-03-06 08:00:00,0.0592625,0.0501,0.0529333333333333,0.053175,0.078,0.087
2015-03-06 09:00:00,0.0647625,0.068,0.0792,0.07105,0.0723,0.108
2015-03-06 10:00:00,0.07258125,0.0789666666666667,0.1048,0.085575,0.0721,0.1211
2015-03-06 11:00:00,0.07858125,0.0841333333333333,0.125033333333333,0.096425,0.0746,0.1218
2015-03-06 12:00:00,0.08805,0.0867,0.139666666666667,0.108925,0.0782,0.1203
2015-03-06 13:00:00,0.0908,0.0894666666666667,0.153833333333333,0.127575,0.0775,0.1168
2015-03-06 14:00:00,0.085325,0.0927666666666667,0.170566666666667,0.1512,0.0752,0.1057
2015-03-06 15:00:00,0.0732625,0.0919333333333333,0.175533333333333,0.171225,0.0772,0.0934
2015-03-06 16:00:00,0.08899375,0.0876,0.1766,0.199475,0.0757,0.0939
2015-03-06 17:00:00,0.09900625,0.0958666666666667,0.195766666666667,0.231275,0.0706,0.1052
2015-03-06 18:00:00,0.10209375,0.100433333333333,0.217433333333333,0.2567,0.0621,0.1007
2015-03-06 19:00:00,0.1059125,0.105733333333333,0.2464,0.2739,0.0621,0.102
2015-03-06 20:00:00,0.11086875,0.1083,0.262166666666667,0.294675,0.0701,0.126
2015-03-06 21:00:00,0.12401875,0.111,0.260133333333333,0.286275,0.0857,0.1438
2015-03-06 22:00:00,0.15633125,0.123666666666667,0.278333333333333,0.291175,0.1067,0.1447
2015-03-06 23:00:00,0.18041875,0.126266666666667,0.266566666666667,0.25265,0.1318,0.1308
2015-03-07 00:00:00,0.1799375,0.1217,0.2211,0.216925,0.1532,0.1076
2015-03-07 01:00:00,0.167225,0.120633333333333,0.2011,0.1923,0.1644,0.0924
2015-03-07 02:00:00,0.15471875,0.1221,0.2004,0.17115,0.1692,0.0996
2015-03-07 03:00:00,0.1485,0.129833333333333,0.206233333333333,0.1871,0.1691,0.1278
2015-03-07 04:00:00,0.13288125,0.129966666666667,0.2091,0.2174,0.1863,0.1573
2015-03-07 05:00:00,0.1200625,0.132966666666667,0.208933333333333,0.2423,0.2058,0.19
2015-03-07 06:00:00,0.10578125,0.1199,0.1934,0.2278,0.2257,0.1918
2015-03-07 07:00:00,0.093775,0.1253,0.246333333333333,0.25375,0.272,0.1902
2015-03-07 08:00:00,0.0968875,0.134366666666667,0.2771,0.28545,0.3137,0.2437
2015-03-07 09:00:00,0.12000625,0.120033333333333,0.275133333333333,0.3003,0.3156,0.25
2015-03-07 10:00:00,0.15735,0.1082,0.2878,0.3263,0.2778,0.2432
2015-03-07 11:00:00,0.1804875,0.1077,0.2854,0.329025,0.2349,0.2471
2015-03-07 12:00:00,0.17165,0.1029,0.264333333333333,0.3135,0.1906,0.2374
2015-03-07 13:00:00,0.1429625,0.0964666666666667,0.233366666666667,0.290225,0.1413,0.2074
2015-03-07 14:00:00,0.09940625,0.0920666666666667,0.2041,0.2623,0.0952,0.1637
2015-03-07 15:00:00,0.06615625,0.0810333333333333,0.165,0.23465,0.066,0.127
2015-03-07 16:00:00,0.0625875,0.0698333333333333,0.1356,0.225225,0.0683,0.1002
2015-03-07 17:00:00,0.05688125,0.0678,0.138566666666667,0.236575,0.073,0.0924
2015-03-07 18:00:00,0.04575625,0.0644666666666667,0.130833333333333,0.24445,0.0868,0.0792
2015-03-07 19:00:00,0.03350625,0.0573333333333333,0.118666666666667,0.2538,0.0949,0.0626
2015-03-07 20:00:00,0.023475,0.0517333333333333,0.106966666666667,0.243325,0.0955,0.0467
2015-03-07 21:00:00,0.020375,0.0460333333333333,0.0933,0.220625,0.0838,0.0448
2015-03-07 22:00:00,0.02216875,0.0416333333333333,0.0875,0.205375,0.0758,0.0974
2015-03-07 23:00:00,0.02675,0.0365666666666667,0.0847,0.190325,0.0733,0.1932
2015-03-08 00:00:00,0.03284375,0.036,0.0820333333333333,0.183025,0.0779,0.1881
2015-03-08 01:00:00,0.038825,0.0360333333333333,0.0771666666666667,0.180425,0.0873,0.2005
