license,CC BY-NC 4.0,,,,,
reference,https://doi.org/10.1016/j.joule.2020.08.002,,,,,
comment,Averaged capacity factors for sub-regions in Lombardi’s study.,,,,,
nodes,NORD,CNOR,CSUD,SUD,SICI,SARD
techs,pv,pv,pv,pv,pv,pv
parameters,source_use_max,source_use_max,source_use_max,source_use_max,source_use_max,source_use_max
timesteps,,,,,,
2015-07-30 12:00:00,0.57979375,0.6109,0.6081,0.629425,0.6623,0.685
2015-07-30 13:00:00,0.5000875,0.501966666666667,0.522133333333333,0.550025,0.5848,0.6256
2015-07-30 14:00:00,0.41471875,0.378933333333333,0.408133333333333,0.4349,0.4694,0.5279
2015-07-30 15:00:00,0.29715,0.249966666666667,0.2818,0.291,0.3213,0.3951
2015-07-30 16:00:00,0.18239375,0.125266666666667,0.1497,0.147525,0.1617,0.2422
2015-07-30 17:00:00,0.076125,0.0377333333333333,0.0419,0.0332,0.0369,0.0959
2015-07-30 18:00:00,0.007,0.0003,0,0,0,0.0028
2015-07-30 19:00:00,0,0,0,0,0,0
2015-07-30 20:00:00,0,0,0,0,0,0
2015-07-30 21:00:00,0,0,0,0,0,0
2015-07-30 22:00:00,0,0,0,0,0,0
2015-07-30 23:00:00,0,0,0,0,0,0
2015-07-31 00:00:00,0,0,0,0,0,0
2015-07-31 01:00:00,0,0,0,0,0,0
2015-07-31 02:00:00,0,0,0,0,0,0
2015-07-31 03:00:00,0,0,0,0,0,0
2015-07-31 04:00:00,0.02565625,0.0211333333333333,0.0288,0.044375,0.0307,0.01
2015-07-31 05:00:00,0.11524375,0.1009,0.132433333333333,0.159975,0.1556,0.1142
2015-07-31 06:00:00,0.24326875,0.195533333333333,0.268133333333333,0.308675,0.3222,0.2575
2015-07-31 07:00:00,0.39015,0.267066666666667,0.4097,0.45205,0.4771,0.4102
2015-07-31 08:00:00,0.52351875,0.316266666666667,0.531233333333333,0.5635,0.5952,0.5376
2015-07-31 09:00:00,0.62423125,0.353,0.605133333333333,0.63375,0.6724,0.6287
2015-07-31 10:00:00,0.682125,0.385366666666667,0.629,0.66195,0.7093,0.6804
2015-07-31 11:00:00,0.6954125,0.4173,0.618933333333333,0.646125,0.7076,0.6945
2015-07-31 12:00:00,0.6711125,0.432533333333333,0.565366666666667,0.59945,0.6681,0.6716
2015-07-31 13:00:00,0.604075,0.4381,0.477266666666667,0.504475,0.5893,0.6114
2015-07-31 14:00:00,0.5013875,0.401,0.3704,0.38615,0.4723,0.5134
2015-07-31 15:00:00,0.3668875,0.319166666666667,0.2536,0.2529,0.3222,0.3805
2015-07-31 16:00:00,0.2193125,0.195,0.136466666666667,0.125625,0.1611,0.2298
2015-07-31 17:00:00,0.08995,0.0719,0.0385333333333333,0.02425,0.0358,0.0878
2015-07-31 18:00:00,0.00694375,0.0007,0,0,0,0.0018
2015-07-31 19:00:00,0,0,0,0,0,0
2015-07-31 20:00:00,0,0,0,0,0,0
2015-07-31 21:00:00,0,0,0,0,0,0
2015-07-31 22:00:00,0,0,0,0,0,0
2015-07-31 23:00:00,0,0,0,0,0,0
2015-08-01 00:00:00,0,0,0,0,0,0
2015-08-01 01:00:00,0,0,0,0,0,0
2015-08-01 02:00:00,0,0,0,0,0,0
2015-08-01 03:00:00,0,0,0,0,0,0
2015-08-01 04:00:00,0.03075625,0.0376333333333333,0.0377,0.044025,0.026,0.0083
2015-08-01 05:00:00,0.141125,0.147833333333333,0.155733333333333,0.1636,0.1451,0.1089
2015-08-01 06:00:00,0.2891875,0.293966666666667,0.309666666666667,0.320375,0.3088,0.2547
2015-08-01 07:00:00,0.442075,0.443,0.462566666666667,0.46915,0.4654,0.4088
2015-08-01 08:00:00,0.564575,0.5634,0.579433333333333,0.583675,0.5842,0.5372
2015-08-01 09:00:00,0.6490625,0.6461,0.6574,0.659275,0.6605,0.6289
2015-08-01 10:00:00,0.696475,0.689833333333333,0.695666666666667,0.695225,0.6957,0.6812
2015-08-01 11:00:00,0.703175,0.696033333333333,0.6952,0.69,0.6927,0.6955
2015-08-01 12:00:00,0.67191875,0.665633333333333,0.658133333333333,0.6482,0.6518,0.672
2015-08-01 13:00:00,0.6038,0.598533333333333,0.583733333333333,0.56985,0.5715,0.6116
2015-08-01 14:00:00,0.49994375,0.495133333333333,0.472566666666667,0.45515,0.4535,0.5141
2015-08-01 15:00:00,0.3642,0.361633333333333,0.3306,0.312625,0.3072,0.3821
2015-08-01 16:00:00,0.21624375,0.210666666666667,0.177233333333333,0.158725,0.1534,0.231
2015-08-01 17:00:00,0.08675,0.0748666666666667,0.0519666666666667,0.037,0.0324,0.0883
2015-08-01 18:00:00,0.00545625,0.0006,0,0,0,0.0017
2015-08-01 19:00:00,0,0,0,0,0,0
2015-08-01 20:00:00,0,0,0,0,0,0
2015-08-01 21:00:00,0,0,0,0,0,0
2015-08-01 22:00:00,0,0,0,0,0,0
2015-08-01 23:00:00,0,0,0,0,0,0
2015-08-02 00:00:00,0,0,0,0,0,0
2015-08-02 01:00:00,0,0,0,0,0,0
2015-08-02 02:00:00,0,0,0,0,0,0
2015-08-02 03:00:00,0,0,0,0,0,0
2015-08-02 04:00:00,0.02630625,0.0359666666666667,0.0421,0.0518,0.0254,0.0069
2015-08-02 05:00:00,0.132425,0.145,0.1657,0.17615,0.1468,0.1024
2015-08-02 06:00:00,0.2695,0.287,0.319566666666667,0.3304,0.3098,0.2418
2015-08-02 07:00:00,0.40805625,0.431733333333333,0.465133333333333,0.475825,0.4627,0.3915
2015-08-02 08:00:00,0.5086,0.547733333333333,0.578166666666667,0.5873,0.5814,0.5175
2015-08-02 09:00:00,0.56793125,0.627566666666667,0.652166666666667,0.659725,0.6583,0.6106
2015-08-02 10:00:00,0.5813,0.669533333333333,0.688266666666667,0.693725,0.6958,0.6611
2015-08-02 11:00:00,0.5493625,0.672233333333333,0.6871,0.689775,0.6943,0.6739
2015-08-02 12:00:00,0.4917625,0.6416,0.6493,0.648675,0.6445,0.6457
2015-08-02 13:00:00,0.42234375,0.572966666666667,0.574366666666667,0.57,0.564,0.5836
2015-08-02 14:00:00,0.33560625,0.4673,0.462866666666667,0.454575,0.4459,0.4834
2015-08-02 15:00:00,0.2252375,0.326833333333333,0.3187,0.308275,0.2968,0.3514
2015-08-02 16:00:00,0.13144375,0.182633333333333,0.1674,0.154625,0.1458,0.2094
2015-08-02 17:00:00,0.0522,0.0601,0.0458333333333333,0.03405,0.0296,0.0769
2015-08-02 18:00:00,0.001625,0.0002,0,0,0,0.0008
2015-08-02 19:00:00,0,0,0,0,0,0
2015-08-02 20:00:00,0,0,0,0,0,0
2015-08-02 21:00:00,0,0,0,0,0,0
2015-08-02 22:00:00,0,0,0,0,0,0
2015-08-02 23:00:00,0,0,0,0,0,0
2015-08-03 00:00:00,0,0,0,0,0,0
2015-08-03 01:00:00,0,0,0,0,0,0
2015-08-03 02:00:00,0,0,0,0,0,0
2015-08-03 03:00:00,0,0,0,0,0,0
2015-08-03 04:00:00,0.00795,0.0202666666666667,0.0325333333333333,0.04605,0.0245,0.0057
2015-08-03 05:00:00,0.0653375,0.103033333333333,0.1492,0.166575,0.146,0.098
2015-08-03 06:00:00,0.1550625,0.208666666666667,0.2944,0.31635,0.3075,0.233
2015-08-03 07:00:00,0.25694375,0.296933333333333,0.425566666666667,0.45705,0.4612,0.3817
2015-08-03 08:00:00,0.36303125,0.3455,0.523033333333333,0.5678,0.5796,0.5147
2015-08-03 09:00:00,0.4592125,0.364966666666667,0.576466666666667,0.6373,0.6593,0.603
2015-08-03 10:00:00,0.520875,0.3797,0.587533333333333,0.669925,0.6964,0.6563
2015-08-03 11:00:00,0.54325625,0.3823,0.578633333333333,0.6626,0.6944,0.6724
2015-08-03 12:00:00,0.52898125,0.380133333333333,0.5522,0.615075,0.6547,0.6546
2015-08-03 13:00:00,0.4854125,0.347233333333333,0.4937,0.527925,0.5752,0.5965
2015-08-03 14:00:00,0.40906875,0.2892,0.396233333333333,0.416025,0.4577,0.5005
2015-08-03 15:00:00,0.2986125,0.208966666666667,0.274966666666667,0.277975,0.3085,0.3699
2015-08-03 16:00:00,0.17828125,0.117233333333333,0.1516,0.1357,0.1507,0.2209
2015-08-03 17:00:00,0.07203125,0.0405333333333333,0.042,0.02655,0.0301,0.0809
2015-08-03 18:00:00,0.00390625,0.0002,0,0,0,0.0009
2015-08-03 19:00:00,0,0,0,0,0,0
2015-08-03 20:00:00,0,0,0,0,0,0
2015-08-03 21:00:00,0,0,0,0,0,0
2015-08-03 22:00:00,0,0,0,0,0,0
2015-08-03 23:00:00,0,0,0,0,0,0
2015-08-04 00:00:00,0,0,0,0,0,0
2015-08-04 01:00:00,0,0,0,0,0,0
2015-08-04 02:00:00,0,0,0,0,0,0
2015-08-04 03:00:00,0,0,0,0,0,0
2015-08-04 04:00:00,0.0228375,0.0265666666666667,0.0298333333333333,0.039225,0.0222,0.0066
2015-08-04 05:00:00,0.1280625,0.134533333333333,0.149166666666667,0.1596,0.1419,0.1057
2015-08-04 06:00:00,0.2755125,0.278533333333333,0.300633333333333,0.315175,0.3038,0.2491
2015-08-04 07:00:00,0.42478125,0.4262,0.4463,0.4598,0.4569,0.4017
2015-08-04 08:00:00,0.54879375,0.548766666666667,0.558733333333333,0.57085,0.575,0.5296
2015-08-04 09:00:00,0.63751875,0.630066666666667,0.634733333333333,0.639,0.652,0.6222
2015-08-04 10:00:00,0.6834375,0.6743,0.667233333333333,0.668775,0.6911,0.6756
2015-08-04 11:00:00,0.6846625,0.681633333333333,0.669133333333333,0.6675,0.6913,0.6907
2015-08-04 12:00:00,0.65221875,0.653033333333333,0.620533333333333,0.62225,0.6516,0.6678
2015-08-04 13:00:00,0.58514375,0.584733333333333,0.5465,0.54125,0.5747,0.6079
2015-08-04 14:00:00,0.48615625,0.4748,0.445866666666667,0.425175,0.4588,0.5101
2015-08-04 15:00:00,0.35468125,0.327766666666667,0.3099,0.28765,0.3111,0.3768
2015-08-04 16:00:00,0.20989375,0.181366666666667,0.159933333333333,0.144,0.1522,0.2248
2015-08-04 17:00:00,0.08138125,0.0633333333333333,0.0398666666666667,0.029125,0.03,0.0821
2015-08-04 18:00:00,0.00406875,0.0002,0,0,0,0.0008
2015-08-04 19:00:00,0,0,0,0,0,0
2015-08-04 20:00:00,0,0,0,0,0,0
2015-08-04 21:00:00,0,0,0,0,0,0
2015-08-04 22:00:00,0,0,0,0,0,0
2015-08-04 23:00:00,0,0,0,0,0,0
2015-08-05 00:00:00,0,0,0,0,0,0
2015-08-05 01:00:00,0,0,0,0,0,0
2015-08-05 02:00:00,0,0,0,0,0,0
2015-08-05 03:00:00,0,0,0,0,0,0
2015-08-05 04:00:00,0.0214625,0.0283666666666667,0.0358666666666667,0.045025,0.0212,0.0059
2015-08-05 05:00:00,0.12704375,0.136666666666667,0.1617,0.169875,0.1407,0.105
2015-08-05 06:00:00,0.27035,0.2806,0.321333333333333,0.32895,0.3021,0.2469
2015-08-05 07:00:00,0.41790625,0.4306,0.4742,0.479975,0.4525,0.3993
2015-08-05 08:00:00,0.5412,0.5522,0.5932,0.5966,0.5601,0.5276
2015-08-05 09:00:00,0.6205625,0.630633333333333,0.671266666666667,0.6744,0.6305,0.6184
2015-08-05 10:00:00,0.6703375,0.674066666666667,0.709033333333333,0.71085,0.6541,0.6705
2015-08-05 11:00:00,0.67993125,0.6865,0.7079,0.708025,0.6322,0.6845
2015-08-05 12:00:00,0.65606875,0.6595,0.6686,0.6666,0.5742,0.6633
2015-08-05 13:00:00,0.58745,0.5937,0.590933333333333,0.58505,0.5059,0.6028
2015-08-05 14:00:00,0.48254375,0.491066666666667,0.475866666666667,0.46455,0.4085,0.5047
2015-08-05 15:00:00,0.3492375,0.355366666666667,0.329466666666667,0.312025,0.279,0.3714
2015-08-05 16:00:00,0.205375,0.202966666666667,0.172833333333333,0.1537,0.1361,0.2192
2015-08-05 17:00:00,0.0793375,0.0668333333333333,0.0463333333333333,0.0305,0.0263,0.0803
2015-08-05 18:00:00,0.00321875,0.000133333333333333,0,0,0,0.0005
2015-08-05 19:00:00,0,0,0,0,0,0
2015-08-05 20:00:00,0,0,0,0,0,0
2015-08-05 21:00:00,0,0,0,0,0,0
2015-08-05 22:00:00,0,0,0,0,0,0
2015-08-05 23:00:00,0,0,0,0,0,0
2015-08-06 00:00:00,0,0,0,0,0,0
2015-08-06 01:00:00,0,0,0,0,0,0
2015-08-06 02:00:00,0,0,0,0,0,0
2015-08-06 03:00:00,0,0,0,0,0,0
2015-08-06 04:00:00,0.02215625,0.0264666666666667,0.0327333333333333,0.041875,0.022,0.005
2015-08-06 05:00:00,0.12715625,0.1352,0.1567,0.1655,0.1441,0.1018
2015-08-06 06:00:00,0.27138125,0.278533333333333,0.3171,0.32435,0.3098,0.2427
2015-08-06 07:00:00,0.4234,0.425466666666667,0.466733333333333,0.47365,0.4676,0.3947
2015-08-06 08:00:00,0.5454375,0.545366666666667,0.582566666666667,0.588375,0.5878,0.523
2015-08-06 09:00:00,0.631825,0.6318,0.658333333333333,0.6631,0.6613,0.6178
2015-08-06 10:00:00,0.67574375,0.674966666666667,0.6949,0.69725,0.7025,0.6708
2015-08-06 11:00:00,0.681125,0.680933333333333,0.692566666666667,0.69065,0.7038,0.6853
2015-08-06 12:00:00,0.6462,0.647433333333333,0.651633333333333,0.6411,0.6621,0.662
2015-08-06 13:00:00,0.573325,0.577466666666667,0.572966666666667,0.552875,0.5816,0.6004
2015-08-06 14:00:00,0.46301875,0.472733333333333,0.4598,0.429825,0.463,0.4986
2015-08-06 15:00:00,0.327575,0.3398,0.319733333333333,0.287175,0.3112,0.3536
2015-08-06 16:00:00,0.18655625,0.191966666666667,0.166966666666667,0.141225,0.1506,0.1905
2015-08-06 17:00:00,0.0676625,0.0607,0.0433333333333333,0.026425,0.0277,0.0606
2015-08-06 18:00:00,0.00185625,6.66666666666667E-05,0,0,0,0.0002
2015-08-06 19:00:00,0,0,0,0,0,0
2015-08-06 20:00:00,0,0,0,0,0,0
2015-08-06 21:00:00,0,0,0,0,0,0
2015-08-06 22:00:00,0,0,0,0,0,0
2015-08-06 23:00:00,0,0,0,0,0,0
2015-08-07 00:00:00,0,0,0,0,0,0
2015-08-07 01:00:00,0,0,0,0,0,0
2015-08-07 02:00:00,0,0,0,0,0,0
2015-08-07 03:00:00,0,0,0,0,0,0
2015-08-07 04:00:00,0.01359375,0.0248666666666667,0.0299666666666667,0.04005,0.0202,0.0027
2015-08-07 05:00:00,0.096025,0.133366666666667,0.152833333333333,0.16175,0.1424,0.0865
2015-08-07 06:00:00,0.2125875,0.272966666666667,0.3037,0.31295,0.3054,0.2228
2015-08-07 07:00:00,0.33103125,0.413833333333333,0.4495,0.45765,0.4636,0.3654
2015-08-07 08:00:00,0.42406875,0.528133333333333,0.563633333333333,0.5698,0.5846,0.4845
2015-08-07 09:00:00,0.47963125,0.5998,0.6342,0.636625,0.6629,0.5631
2015-08-07 10:00:00,0.49136875,0.636666666666667,0.672366666666667,0.67,0.6992,0.6056
2015-08-07 11:00:00,0.47521875,0.636766666666667,0.6654,0.657925,0.6951,0.6224
2015-08-07 12:00:00,0.4305125,0.601966666666667,0.6223,0.60815,0.6548,0.6127
2015-08-07 13:00:00,0.363375,0.5295,0.536533333333333,0.513325,0.5712,0.561
2015-08-07 14:00:00,0.2821375,0.415,0.422633333333333,0.40045,0.456,0.4785
2015-08-07 15:00:00,0.19129375,0.281166666666667,0.286333333333333,0.25945,0.3036,0.3549
2015-08-07 16:00:00,0.103425,0.144966666666667,0.1443,0.12305,0.1445,0.2087
2015-08-07 17:00:00,0.0329125,0.0406333333333333,0.0342333333333333,0.0203,0.0258,0.0712
2015-08-07 18:00:00,0.0003125,0,0,0,0,0.0001
2015-08-07 19:00:00,0,0,0,0,0,0
2015-08-07 20:00:00,0,0,0,0,0,0
2015-08-07 21:00:00,0,0,0,0,0,0
2015-08-07 22:00:00,0,0,0,0,0,0
2015-08-07 23:00:00,0,0,0,0,0,0
2015-08-08 00:00:00,0,0,0,0,0,0
2015-08-08 01:00:00,0,0,0,0,0,0
2015-08-08 02:00:00,0,0,0,0,0,0
2015-08-08 03:00:00,0,0,0,0,0,0
2015-08-08 04:00:00,0.0066,0.0173666666666667,0.0234666666666667,0.035225,0.0185,0.0024
2015-08-08 05:00:00,0.062025,0.113133333333333,0.131366666666667,0.154375,0.1371,0.0779
2015-08-08 06:00:00,0.149025,0.241166666666667,0.269366666666667,0.299975,0.2969,0.2136
2015-08-08 07:00:00,0.24694375,0.3515,0.403533333333333,0.442375,0.4461,0.3594
2015-08-08 08:00:00,0.33040625,0.414766666666667,0.523,0.55425,0.5601,0.4813
2015-08-08 09:00:00,0.38423125,0.4517,0.610666666666667,0.629675,0.6339,0.5815
2015-08-08 10:00:00,0.4117,0.424766666666667,0.648766666666667,0.671125,0.6674,0.6341
2015-08-08 11:00:00,0.39305,0.3498,0.625033333333333,0.66765,0.6519,0.659
2015-08-08 12:00:00,0.3170875,0.284933333333333,0.554766666666667,0.6193,0.5912,0.6525
2015-08-08 13:00:00,0.24080625,0.2315,0.451266666666667,0.52885,0.4957,0.5979
2015-08-08 14:00:00,0.18855625,0.1868,0.350733333333333,0.408225,0.3716,0.5013
2015-08-08 15:00:00,0.1373375,0.152833333333333,0.254533333333333,0.267875,0.234,0.3586
2015-08-08 16:00:00,0.0852625,0.104566666666667,0.139066666666667,0.123275,0.1091,0.1837
2015-08-08 17:00:00,0.03115,0.0341333333333333,0.0325,0.01955,0.0175,0.0519
2015-08-08 18:00:00,0.0006875,0,0,0,0,0.0001
2015-08-08 19:00:00,0,0,0,0,0,0
2015-08-08 20:00:00,0,0,0,0,0,0
2015-08-08 21:00:00,0,0,0,0,0,0
2015-08-08 22:00:00,0,0,0,0,0,0
2015-08-08 23:00:00,0,0,0,0,0,0
2015-08-09 00:00:00,0,0,0,0,0,0
2015-08-09 01:00:00,0,0,0,0,0,0
2015-08-09 02:00:00,0,0,0,0,0,0
2015-08-09 03:00:00,0,0,0,0,0,0
2015-08-09 04:00:00,0.0095875,0.0197666666666667,0.0219333333333333,0.0332,0.0108,0.0037
2015-08-09 05:00:00,0.087525,0.126766666666667,0.134666666666667,0.1526,0.1101,0.1022
2015-08-09 06:00:00,0.2167125,0.2786,0.2947,0.3013,0.2664,0.2479
2015-08-09 07:00:00,0.34556875,0.430333333333333,0.445133333333333,0.441975,0.4291,0.4071
2015-08-09 08:00:00,0.44218125,0.554066666666667,0.5658,0.552375,0.5612,0.541
2015-08-09 09:00:00,0.50215625,0.6355,0.641133333333333,0.61705,0.6501,0.6369
2015-08-09 10:00:00,0.534275,0.678266666666667,0.685966666666667,0.648425,0.6888,0.6928
2015-08-09 11:00:00,0.53661875,0.6786,0.687666666666667,0.642625,0.6877,0.7088
2015-08-09 12:00:00,0.49890625,0.637866666666667,0.647766666666667,0.603725,0.6475,0.6879
2015-08-09 13:00:00,0.443875,0.563066666666667,0.5798,0.52265,0.5712,0.6257
2015-08-09 14:00:00,0.35208125,0.454966666666667,0.462566666666667,0.41255,0.4556,0.5231
2015-08-09 15:00:00,0.244225,0.3227,0.317966666666667,0.2733,0.3057,0.3831
2015-08-09 16:00:00,0.14231875,0.176266666666667,0.1628,0.13195,0.1458,0.2236
2015-08-09 17:00:00,0.049275,0.0490666666666667,0.0385333333333333,0.022625,0.0248,0.0752
2015-08-09 18:00:00,0.00075,0,0,0,0,0.0001
2015-08-09 19:00:00,0,0,0,0,0,0
2015-08-09 20:00:00,0,0,0,0,0,0
2015-08-09 21:00:00,0,0,0,0,0,0
2015-08-09 22:00:00,0,0,0,0,0,0
2015-08-09 23:00:00,0,0,0,0,0,0
2015-08-10 00:00:00,0,0,0,0,0,0
2015-08-10 01:00:00,0,0,0,0,0,0
2015-08-10 02:00:00,0,0,0,0,0,0
2015-08-10 03:00:00,0,0,0,0,0,0
2015-08-10 04:00:00,0.01331875,0.0143666666666667,0.0156,0.034175,0.0172,0.0027
2015-08-10 05:00:00,0.10674375,0.1098,0.1182,0.1548,0.1387,0.0952
2015-08-10 06:00:00,0.232525,0.2349,0.2705,0.313675,0.2986,0.2387
2015-08-10 07:00:00,0.35969375,0.3434,0.410633333333333,0.46595,0.4493,0.3846
2015-08-10 08:00:00,0.46245625,0.380333333333333,0.513266666666667,0.579475,0.5569,0.5168
2015-08-10 09:00:00,0.5122625,0.391633333333333,0.575666666666667,0.653175,0.6378,0.6103
2015-08-10 10:00:00,0.53585,0.377133333333333,0.614,0.68785,0.6841,0.657
2015-08-10 11:00:00,0.53356875,0.329166666666667,0.6066,0.6831,0.706,0.6756
2015-08-10 12:00:00,0.4775375,0.2523,0.5694,0.64135,0.6513,0.6502
2015-08-10 13:00:00,0.4084125,0.1949,0.4829,0.559625,0.4929,0.5992
2015-08-10 14:00:00,0.32233125,0.163033333333333,0.374633333333333,0.441775,0.3347,0.5051
2015-08-10 15:00:00,0.23309375,0.118633333333333,0.2455,0.2878,0.215,0.3712
2015-08-10 16:00:00,0.1321875,0.0640333333333333,0.110666666666667,0.13265,0.1003,0.2171
2015-08-10 17:00:00,0.04721875,0.0155333333333333,0.0194333333333333,0.019975,0.0154,0.07
2015-08-10 18:00:00,0.0010875,0,0,0,0,0
2015-08-10 19:00:00,0,0,0,0,0,0
2015-08-10 20:00:00,0,0,0,0,0,0
2015-08-10 21:00:00,0,0,0,0,0,0
2015-08-10 22:00:00,0,0,0,0,0,0
2015-08-10 23:00:00,0,0,0,0,0,0
2015-08-11 00:00:00,0,0,0,0,0,0
2015-08-11 01:00:00,0,0,0,0,0,0
2015-08-11 02:00:00,0,0,0,0,0,0
2015-08-11 03:00:00,0,0,0,0,0,0
2015-08-11 04:00:00,0.00901875,0.00473333333333333,0.017,0.031,0.0123,0.0021
2015-08-11 05:00:00,0.09568125,0.0590666666666667,0.114766666666667,0.1501,0.1148,0.0883
2015-08-11 06:00:00,0.2201125,0.166233333333333,0.246866666666667,0.300975,0.2647,0.2367
2015-08-11 07:00:00,0.3514,0.314633333333333,0.3801,0.446075,0.4307,0.392
2015-08-11 08:00:00,0.47086875,0.4655,0.475733333333333,0.559225,0.5708,0.5234
2015-08-11 09:00:00,0.56360625,0.55,0.519466666666667,0.622425,0.6495,0.614
2015-08-11 10:00:00,0.60616875,0.600066666666667,0.535133333333333,0.62705,0.6918,0.6673
2015-08-11 11:00:00,0.603825,0.6106,0.534733333333333,0.587125,0.6915,0.6809
2015-08-11 12:00:00,0.557375,0.587733333333333,0.490166666666667,0.51065,0.6525,0.6566
2015-08-11 13:00:00,0.4775625,0.516466666666667,0.410133333333333,0.41515,0.5736,0.5942
2015-08-11 14:00:00,0.3763625,0.4074,0.330966666666667,0.3192,0.4553,0.4954
2015-08-11 15:00:00,0.26553125,0.2763,0.221733333333333,0.204475,0.3018,0.3637
2015-08-11 16:00:00,0.1475625,0.152333333333333,0.116233333333333,0.0953,0.1415,0.2116
2015-08-11 17:00:00,0.0488625,0.0421666666666667,0.0243666666666667,0.0126,0.0215,0.0698
2015-08-11 18:00:00,0.000575,0,0,0,0,0
2015-08-11 19:00:00,0,0,0,0,0,0
2015-08-11 20:00:00,0,0,0,0,0,0
2015-08-11 21:00:00,0,0,0,0,0,0
2015-08-11 22:00:00,0,0,0,0,0,0
2015-08-11 23:00:00,0,0,0,0,0,0
2015-08-12 00:00:00,0,0,0,0,0,0
2015-08-12 01:00:00,0,0,0,0,0,0
2015-08-12 02:00:00,0,0,0,0,0,0
2015-08-12 03:00:00,0,0,0,0,0,0
2015-08-12 04:00:00,0.00955625,0.0135333333333333,0.0204333333333333,0.03105,0.0163,0.0014
2015-08-12 05:00:00,0.09895625,0.111366666666667,0.140866666666667,0.1538,0.1414,0.0815
2015-08-12 06:00:00,0.23299375,0.260266666666667,0.300866666666667,0.312125,0.3081,0.2167
2015-08-12 07:00:00,0.3771,0.4106,0.4498,0.460075,0.4658,0.378
2015-08-12 08:00:00,0.4930125,0.535033333333333,0.566266666666667,0.573825,0.5869,0.5081
2015-08-12 09:00:00,0.57433125,0.618966666666667,0.636333333333333,0.644825,0.6672,0.6037
2015-08-12 10:00:00,0.62043125,0.662733333333333,0.665166666666667,0.6721,0.7056,0.6606
2015-08-12 11:00:00,0.6281125,0.665166666666667,0.647133333333333,0.6539,0.7033,0.6783
2015-08-12 12:00:00,0.598475,0.631966666666667,0.6024,0.600175,0.6633,0.6483
2015-08-12 13:00:00,0.53013125,0.556566666666667,0.5056,0.485075,0.5799,0.5856
2015-08-12 14:00:00,0.424475,0.4483,0.395833333333333,0.368475,0.46,0.488
2015-08-12 15:00:00,0.28956875,0.317366666666667,0.266266666666667,0.233275,0.2987,0.3528
2015-08-12 16:00:00,0.15646875,0.160066666666667,0.132866666666667,0.107225,0.1386,0.2005
2015-08-12 17:00:00,0.05063125,0.0384666666666667,0.0277333333333333,0.0139,0.0215,0.0611
2015-08-12 18:00:00,0.000625,0,0,0,0,0
2015-08-12 19:00:00,0,0,0,0,0,0
2015-08-12 20:00:00,0,0,0,0,0,0
2015-08-12 21:00:00,0,0,0,0,0,0
2015-08-12 22:00:00,0,0,0,0,0,0
2015-08-12 23:00:00,0,0,0,0,0,0
2015-08-13 00:00:00,0,0,0,0,0,0
2015-08-13 01:00:00,0,0,0,0,0,0
2015-08-13 02:00:00,0,0,0,0,0,0
2015-08-13 03:00:00,0,0,0,0,0,0
2015-08-13 04:00:00,0.00665,0.0116,0.0159333333333333,0.029925,0.0138,0.0002
2015-08-13 05:00:00,0.08566875,0.0912,0.116166666666667,0.149625,0.1337,0.0357
2015-08-13 06:00:00,0.20054375,0.193566666666667,0.249666666666667,0.3023,0.2897,0.0916
2015-08-13 07:00:00,0.3255625,0.287866666666667,0.367066666666667,0.445525,0.4377,0.1749
2015-08-13 08:00:00,0.42063125,0.375666666666667,0.449866666666667,0.5565,0.5364,0.3099
2015-08-13 09:00:00,0.483125,0.4327,0.492433333333333,0.621275,0.5871,0.4346
2015-08-13 10:00:00,0.5144,0.466733333333333,0.4865,0.643425,0.63,0.5209
2015-08-13 11:00:00,0.51348125,0.467033333333333,0.439566666666667,0.611375,0.6558,0.5583
2015-08-13 12:00:00,0.4777,0.430766666666667,0.375433333333333,0.5049,0.6296,0.5628
2015-08-13 13:00:00,0.40396875,0.380466666666667,0.335266666666667,0.39155,0.5551,0.5324
2015-08-13 14:00:00,0.317325,0.3017,0.2913,0.2865,0.438,0.4548
2015-08-13 15:00:00,0.22291875,0.214933333333333,0.220433333333333,0.1863,0.2854,0.3409
2015-08-13 16:00:00,0.1268875,0.1149,0.121033333333333,0.0929,0.1299,0.1979
2015-08-13 17:00:00,0.03934375,0.0292666666666667,0.0246333333333333,0.0123,0.0172,0.0604
2015-08-13 18:00:00,0.0000875,0,0,0,0,0
2015-08-13 19:00:00,0,0,0,0,0,0
2015-08-13 20:00:00,0,0,0,0,0,0
2015-08-13 21:00:00,0,0,0,0,0,0
2015-08-13 22:00:00,0,0,0,0,0,0
2015-08-13 23:00:00,0,0,0,0,0,0
2015-08-14 00:00:00,0,0,0,0,0,0
2015-08-14 01:00:00,0,0,0,0,0,0
2015-08-14 02:00:00,0,0,0,0,0,0
2015-08-14 03:00:00,0,0,0,0,0,0
2015-08-14 04:00:00,0.00466875,0.0125333333333333,0.0178666666666667,0.028175,0.0119,0.0009
2015-08-14 05:00:00,0.06405625,0.111466666666667,0.137633333333333,0.150975,0.1285,0.0863
2015-08-14 06:00:00,0.17501875,0.2452,0.2892,0.3022,0.2908,0.2265
2015-08-14 07:00:00,0.2914125,0.3864,0.436533333333333,0.44805,0.4466,0.3782
2015-08-14 08:00:00,0.3809125,0.502433333333333,0.553266666666667,0.56245,0.5675,0.5079
