license,CC BY-NC 4.0,,,,,
reference,https://doi.org/10.1016/j.joule.2020.08.002,,,,,
comment,Averaged capacity factors for sub-regions in Lombardi’s study.,,,,,
nodes,NORD,CNOR,CSUD,SUD,SICI,SARD
techs,pv,pv,pv,pv,pv,pv
parameters,source_use_max,source_use_max,source_use_max,source_use_max,source_use_max,source_use_max
timesteps,,,,,,
2015-01-01 00:00:00,0,0,0,0,0,0
2015-01-01 01:00:00,0,0,0,0,0,0
2015-01-01 02:00:00,0,0,0,0,0,0
2015-01-01 03:00:00,0,0,0,0,0,0
2015-01-01 04:00:00,0,0,0,0,0,0
2015-01-01 05:00:00,0,0,0,0,0,0
2015-01-01 06:00:00,0,0,0.0002,0.012075,0.024,0
2015-01-01 07:00:00,0.00340625,0.016,0.0340666666666667,0.109375,0.2084,0.072
2015-01-01 08:00:00,0.0247125,0.0543333333333333,0.0956666666666667,0.21285,0.3719,0.194
2015-01-01 09:00:00,0.05695,0.0944666666666667,0.169566666666667,0.282625,0.4813,0.3342
2015-01-01 10:00:00,0.09270625,0.131066666666667,0.249233333333333,0.335225,0.543,0.4273
2015-01-01 11:00:00,0.1138625,0.120666666666667,0.2685,0.338575,0.5419,0.455
2015-01-01 12:00:00,0.11230625,0.0754,0.219966666666667,0.3086,0.4946,0.4124
2015-01-01 13:00:00,0.0979,0.0449333333333333,0.137633333333333,0.219225,0.392,0.3055
2015-01-01 14:00:00,0.05266875,0.0191,0.0484333333333333,0.08525,0.2341,0.1661
2015-01-01 15:00:00,0.00655,0.000233333333333333,0.00113333333333333,0.002325,0.0446,0.032
2015-01-01 16:00:00,0,0,0,0,0,0
2015-01-01 17:00:00,0,0,0,0,0,0
2015-01-01 18:00:00,0,0,0,0,0,0
2015-01-01 19:00:00,0,0,0,0,0,0
2015-01-01 20:00:00,0,0,0,0,0,0
2015-01-01 21:00:00,0,0,0,0,0,0
2015-01-01 22:00:00,0,0,0,0,0,0
2015-01-01 23:00:00,0,0,0,0,0,0
2015-01-02 00:00:00,0,0,0,0,0,0
2015-01-02 01:00:00,0,0,0,0,0,0
2015-01-02 02:00:00,0,0,0,0,0,0
2015-01-02 03:00:00,0,0,0,0,0,0
2015-01-02 04:00:00,0,0,0,0,0,0
2015-01-02 05:00:00,0,0,0,0,0,0
2015-01-02 06:00:00,0,3.33333333333333E-05,0.000766666666666667,0.0082,0.0039,0
2015-01-02 07:00:00,0.02065625,0.061,0.0967333333333333,0.11795,0.0679,0.1021
2015-01-02 08:00:00,0.11951875,0.156066666666667,0.223033333333333,0.25295,0.1693,0.2731
2015-01-02 09:00:00,0.226225,0.229933333333333,0.343233333333333,0.348325,0.2543,0.4076
2015-01-02 10:00:00,0.29488125,0.261066666666667,0.399333333333333,0.400875,0.3088,0.4936
2015-01-02 11:00:00,0.32154375,0.235366666666667,0.387133333333333,0.376675,0.3468,0.5237
2015-01-02 12:00:00,0.30865625,0.216166666666667,0.3164,0.30615,0.3491,0.4936
2015-01-02 13:00:00,0.2432375,0.207033333333333,0.198666666666667,0.208725,0.2838,0.4078
2015-01-02 14:00:00,0.13319375,0.1257,0.0911,0.09435,0.1938,0.2663
2015-01-02 15:00:00,0.0184,0.0139,0.00773333333333333,0.003325,0.0361,0.0801
2015-01-02 16:00:00,0,0,0,0,0,0
2015-01-02 17:00:00,0,0,0,0,0,0
2015-01-02 18:00:00,0,0,0,0,0,0
2015-01-02 19:00:00,0,0,0,0,0,0
2015-01-02 20:00:00,0,0,0,0,0,0
2015-01-02 21:00:00,0,0,0,0,0,0
2015-01-02 22:00:00,0,0,0,0,0,0
2015-01-02 23:00:00,0,0,0,0,0,0
2015-01-03 00:00:00,0,0,0,0,0,0
2015-01-03 01:00:00,0,0,0,0,0,0
2015-01-03 02:00:00,0,0,0,0,0,0
2015-01-03 03:00:00,0,0,0,0,0,0
2015-01-03 04:00:00,0,0,0,0,0,0
2015-01-03 05:00:00,0,0,0,0,0,0
2015-01-03 06:00:00,0,0.000233333333333333,0.00186666666666667,0.007975,0.0085,0
2015-01-03 07:00:00,0.103575,0.141733333333333,0.120033333333333,0.091175,0.1049,0.1221
2015-01-03 08:00:00,0.284675,0.3108,0.257766666666667,0.1865,0.2205,0.293
2015-01-03 09:00:00,0.41148125,0.427766666666667,0.360133333333333,0.2687,0.3283,0.4121
2015-01-03 10:00:00,0.48726875,0.488833333333333,0.418966666666667,0.3383,0.4088,0.4879
2015-01-03 11:00:00,0.50496875,0.497766666666667,0.425966666666667,0.3634,0.423,0.5121
2015-01-03 12:00:00,0.4627,0.456133333333333,0.3928,0.3473,0.3817,0.4852
2015-01-03 13:00:00,0.36285625,0.3626,0.317766666666667,0.27545,0.294,0.406
2015-01-03 14:00:00,0.2056125,0.213133333333333,0.186433333333333,0.1436,0.159,0.272
2015-01-03 15:00:00,0.02925,0.0258666666666667,0.0188666666666667,0.00705,0.0245,0.0898
2015-01-03 16:00:00,0,0,0,0,0,0
2015-01-03 17:00:00,0,0,0,0,0,0
2015-01-03 18:00:00,0,0,0,0,0,0
2015-01-03 19:00:00,0,0,0,0,0,0
2015-01-03 20:00:00,0,0,0,0,0,0
2015-01-03 21:00:00,0,0,0,0,0,0
2015-01-03 22:00:00,0,0,0,0,0,0
2015-01-03 23:00:00,0,0,0,0,0,0
2015-01-04 00:00:00,0,0,0,0,0,0
2015-01-04 01:00:00,0,0,0,0,0,0
2015-01-04 02:00:00,0,0,0,0,0,0
2015-01-04 03:00:00,0,0,0,0,0,0
2015-01-04 04:00:00,0,0,0,0,0,0
2015-01-04 05:00:00,0,0,0,0,0,0
2015-01-04 06:00:00,0,0.000166666666666667,0.00676666666666667,0.03005,0.0346,0
2015-01-04 07:00:00,0.01694375,0.0741333333333333,0.1741,0.231,0.2532,0.0802
2015-01-04 08:00:00,0.06204375,0.169866666666667,0.326166666666667,0.389625,0.4183,0.1705
2015-01-04 09:00:00,0.0986375,0.215133333333333,0.425933333333333,0.49145,0.5239,0.2323
2015-01-04 10:00:00,0.13130625,0.198933333333333,0.4597,0.537,0.5787,0.2525
2015-01-04 11:00:00,0.1436875,0.1548,0.4345,0.527425,0.5776,0.1767
2015-01-04 12:00:00,0.138,0.0993,0.350266666666667,0.4612,0.5231,0.0868
2015-01-04 13:00:00,0.10710625,0.0498,0.228233333333333,0.347575,0.4134,0.0519
2015-01-04 14:00:00,0.0639125,0.0147,0.0895333333333333,0.170775,0.2479,0.0276
2015-01-04 15:00:00,0.01055,3.33333333333333E-05,0.0035,0.0087,0.0505,0.0037
2015-01-04 16:00:00,0,0,0,0,0,0
2015-01-04 17:00:00,0,0,0,0,0,0
2015-01-04 18:00:00,0,0,0,0,0,0
2015-01-04 19:00:00,0,0,0,0,0,0
2015-01-04 20:00:00,0,0,0,0,0,0
2015-01-04 21:00:00,0,0,0,0,0,0
2015-01-04 22:00:00,0,0,0,0,0,0
2015-01-04 23:00:00,0,0,0,0,0,0
2015-01-05 00:00:00,0,0,0,0,0,0
2015-01-05 01:00:00,0,0,0,0,0,0
2015-01-05 02:00:00,0,0,0,0,0,0
2015-01-05 03:00:00,0,0,0,0,0,0
2015-01-05 04:00:00,0,0,0,0,0,0
2015-01-05 05:00:00,0,0,0,0,0,0
2015-01-05 06:00:00,0,0,3.33333333333333E-05,0.001275,0.0081,0
2015-01-05 07:00:00,0.0853875,0.0289,0.0511,0.036725,0.1243,0.0858
2015-01-05 08:00:00,0.24924375,0.104766666666667,0.136533333333333,0.09255,0.2871,0.2251
2015-01-05 09:00:00,0.38296875,0.1968,0.200966666666667,0.1332,0.4053,0.3992
2015-01-05 10:00:00,0.459625,0.267166666666667,0.254,0.150075,0.441,0.4832
2015-01-05 11:00:00,0.47728125,0.300666666666667,0.2825,0.136175,0.4342,0.5026
2015-01-05 12:00:00,0.43795,0.287733333333333,0.263533333333333,0.123275,0.3678,0.4661
2015-01-05 13:00:00,0.34271875,0.226033333333333,0.207733333333333,0.094375,0.2661,0.3847
2015-01-05 14:00:00,0.1898125,0.1237,0.110233333333333,0.041725,0.1348,0.2488
2015-01-05 15:00:00,0.02545,0.0145666666666667,0.0103666666666667,0.00095,0.0208,0.0714
2015-01-05 16:00:00,0,0,0,0,0,0
2015-01-05 17:00:00,0,0,0,0,0,0
2015-01-05 18:00:00,0,0,0,0,0,0
2015-01-05 19:00:00,0,0,0,0,0,0
2015-01-05 20:00:00,0,0,0,0,0,0
2015-01-05 21:00:00,0,0,0,0,0,0
2015-01-05 22:00:00,0,0,0,0,0,0
2015-01-05 23:00:00,0,0,0,0,0,0
2015-01-06 00:00:00,0,0,0,0,0,0
2015-01-06 01:00:00,0,0,0,0,0,0
2015-01-06 02:00:00,0,0,0,0,0,0
2015-01-06 03:00:00,0,0,0,0,0,0
2015-01-06 04:00:00,0,0,0,0,0,0
2015-01-06 05:00:00,0,0,0,0,0,0
2015-01-06 06:00:00,0,0.0001,0.00456666666666667,0.024875,0.0219,0
2015-01-06 07:00:00,0.08036875,0.0660333333333333,0.117233333333333,0.177075,0.1979,0.0491
2015-01-06 08:00:00,0.24158125,0.164933333333333,0.263833333333333,0.33055,0.3752,0.1668
2015-01-06 09:00:00,0.348275,0.2553,0.382166666666667,0.4532,0.4902,0.3
2015-01-06 10:00:00,0.4093375,0.323266666666667,0.445066666666667,0.510125,0.557,0.4124
2015-01-06 11:00:00,0.41728125,0.3549,0.464533333333333,0.51035,0.5624,0.4481
2015-01-06 12:00:00,0.3865125,0.3477,0.423066666666667,0.457225,0.5062,0.4313
2015-01-06 13:00:00,0.296,0.263666666666667,0.318533333333333,0.346675,0.3969,0.3312
2015-01-06 14:00:00,0.1557625,0.133733333333333,0.168933333333333,0.180275,0.2227,0.1981
2015-01-06 15:00:00,0.01853125,0.0107,0.0160666666666667,0.0125,0.0424,0.0404
2015-01-06 16:00:00,0,0,0,0,0,0
2015-01-06 17:00:00,0,0,0,0,0,0
2015-01-06 18:00:00,0,0,0,0,0,0
2015-01-06 19:00:00,0,0,0,0,0,0
2015-01-06 20:00:00,0,0,0,0,0,0
2015-01-06 21:00:00,0,0,0,0,0,0
2015-01-06 22:00:00,0,0,0,0,0,0
2015-01-06 23:00:00,0,0,0,0,0,0
2015-01-07 00:00:00,0,0,0,0,0,0
2015-01-07 01:00:00,0,0,0,0,0,0
2015-01-07 02:00:00,0,0,0,0,0,0
2015-01-07 03:00:00,0,0,0,0,0,0
2015-01-07 04:00:00,0,0,0,0,0,0
2015-01-07 05:00:00,0,0,0,0,0,0
2015-01-07 06:00:00,0,6.66666666666667E-05,0.00336666666666667,0.02765,0.0264,0
2015-01-07 07:00:00,0.03606875,0.0278,0.0949,0.19175,0.2053,0.0296
2015-01-07 08:00:00,0.1383875,0.0791333333333333,0.194366666666667,0.33175,0.3667,0.0989
2015-01-07 09:00:00,0.2437,0.140033333333333,0.264166666666667,0.433675,0.4973,0.1852
2015-01-07 10:00:00,0.33119375,0.192333333333333,0.344466666666667,0.493725,0.5493,0.2815
2015-01-07 11:00:00,0.37320625,0.1736,0.3314,0.493125,0.541,0.3357
2015-01-07 12:00:00,0.35255625,0.1162,0.259833333333333,0.438675,0.4724,0.3099
2015-01-07 13:00:00,0.27901875,0.0669,0.159433333333333,0.327275,0.3508,0.2279
2015-01-07 14:00:00,0.14785625,0.0313333333333333,0.0630666666666667,0.161,0.189,0.1314
2015-01-07 15:00:00,0.0189125,0.00166666666666667,0.00246666666666667,0.00885,0.0329,0.0241
2015-01-07 16:00:00,0,0,0,0,0,0
2015-01-07 17:00:00,0,0,0,0,0,0
2015-01-07 18:00:00,0,0,0,0,0,0
2015-01-07 19:00:00,0,0,0,0,0,0
2015-01-07 20:00:00,0,0,0,0,0,0
2015-01-07 21:00:00,0,0,0,0,0,0
2015-01-07 22:00:00,0,0,0,0,0,0
2015-01-07 23:00:00,0,0,0,0,0,0
2015-01-08 00:00:00,0,0,0,0,0,0
2015-01-08 01:00:00,0,0,0,0,0,0
2015-01-08 02:00:00,0,0,0,0,0,0
2015-01-08 03:00:00,0,0,0,0,0,0
2015-01-08 04:00:00,0,0,0,0,0,0
2015-01-08 05:00:00,0,0,0,0,0,0
2015-01-08 06:00:00,0,3.33333333333333E-05,0.000866666666666667,0.01085,0.0063,0
2015-01-08 07:00:00,0.00961875,0.0289333333333333,0.0636,0.10015,0.0764,0.0379
2015-01-08 08:00:00,0.0483375,0.0953666666666667,0.1719,0.2235,0.179,0.1204
2015-01-08 09:00:00,0.0954375,0.183133333333333,0.295666666666667,0.335025,0.2716,0.2096
2015-01-08 10:00:00,0.1451,0.294633333333333,0.348933333333333,0.4051,0.3326,0.3028
2015-01-08 11:00:00,0.16926875,0.295633333333333,0.290933333333333,0.404925,0.3431,0.3644
2015-01-08 12:00:00,0.172575,0.2292,0.239233333333333,0.34875,0.2891,0.3315
2015-01-08 13:00:00,0.1519625,0.1367,0.173533333333333,0.233975,0.1789,0.2599
2015-01-08 14:00:00,0.0921,0.0598,0.0720666666666667,0.095125,0.0722,0.1356
2015-01-08 15:00:00,0.01126875,0.0047,0.00456666666666667,0.00345,0.0103,0.0288
2015-01-08 16:00:00,0,0,0,0,0,0
2015-01-08 17:00:00,0,0,0,0,0,0
2015-01-08 18:00:00,0,0,0,0,0,0
2015-01-08 19:00:00,0,0,0,0,0,0
2015-01-08 20:00:00,0,0,0,0,0,0
2015-01-08 21:00:00,0,0,0,0,0,0
2015-01-08 22:00:00,0,0,0,0,0,0
2015-01-08 23:00:00,0,0,0,0,0,0
2015-01-09 00:00:00,0,0,0,0,0,0
2015-01-09 01:00:00,0,0,0,0,0,0
2015-01-09 02:00:00,0,0,0,0,0,0
2015-01-09 03:00:00,0,0,0,0,0,0
2015-01-09 04:00:00,0,0,0,0,0,0
2015-01-09 05:00:00,0,0,0,0,0,0
2015-01-09 06:00:00,0,0.0001,0.00273333333333333,0.009925,0.012,0
2015-01-09 07:00:00,0.02106875,0.0402333333333333,0.0972666666666667,0.110675,0.117,0.0205
2015-01-09 08:00:00,0.0844375,0.124266666666667,0.2466,0.245675,0.2593,0.067
2015-01-09 09:00:00,0.15124375,0.2129,0.3869,0.363275,0.3699,0.1004
2015-01-09 10:00:00,0.21878125,0.2939,0.4645,0.402975,0.4288,0.1276
2015-01-09 11:00:00,0.25081875,0.341233333333333,0.478166666666667,0.391775,0.434,0.1481
2015-01-09 12:00:00,0.23391875,0.3315,0.426233333333333,0.34595,0.3851,0.1592
2015-01-09 13:00:00,0.18411875,0.2658,0.328133333333333,0.25605,0.2975,0.1488
2015-01-09 14:00:00,0.09868125,0.143,0.175866666666667,0.12735,0.1637,0.104
2015-01-09 15:00:00,0.01386875,0.0148,0.0184,0.00675,0.0248,0.0294
2015-01-09 16:00:00,0,0,0,0,0,0
2015-01-09 17:00:00,0,0,0,0,0,0
2015-01-09 18:00:00,0,0,0,0,0,0
2015-01-09 19:00:00,0,0,0,0,0,0
2015-01-09 20:00:00,0,0,0,0,0,0
2015-01-09 21:00:00,0,0,0,0,0,0
2015-01-09 22:00:00,0,0,0,0,0,0
2015-01-09 23:00:00,0,0,0,0,0,0
2015-01-10 00:00:00,0,0,0,0,0,0
2015-01-10 01:00:00,0,0,0,0,0,0
2015-01-10 02:00:00,0,0,0,0,0,0
2015-01-10 03:00:00,0,0,0,0,0,0
2015-01-10 04:00:00,0,0,0,0,0,0
2015-01-10 05:00:00,0,0,0,0,0,0
2015-01-10 06:00:00,0,0.000433333333333333,0.00586666666666667,0.015275,0.0252,0
2015-01-10 07:00:00,0.02940625,0.0998333333333333,0.1539,0.12915,0.2166,0.0911
2015-01-10 08:00:00,0.09781875,0.244233333333333,0.309466666666667,0.265525,0.3836,0.2402
2015-01-10 09:00:00,0.1528625,0.373866666666667,0.417633333333333,0.397525,0.5018,0.3802
2015-01-10 10:00:00,0.19735625,0.449666666666667,0.4801,0.489025,0.5564,0.4652
2015-01-10 11:00:00,0.2259875,0.459866666666667,0.494766666666667,0.5008,0.5538,0.4858
2015-01-10 12:00:00,0.21075,0.4079,0.439366666666667,0.4417,0.5008,0.4579
2015-01-10 13:00:00,0.165375,0.310966666666667,0.3343,0.329725,0.3937,0.3733
2015-01-10 14:00:00,0.08910625,0.165533333333333,0.180933333333333,0.16685,0.232,0.228
2015-01-10 15:00:00,0.0125,0.0188,0.0215333333333333,0.013225,0.05,0.0578
2015-01-10 16:00:00,0,0,0,0,0,0
2015-01-10 17:00:00,0,0,0,0,0,0
2015-01-10 18:00:00,0,0,0,0,0,0
2015-01-10 19:00:00,0,0,0,0,0,0
2015-01-10 20:00:00,0,0,0,0,0,0
2015-01-10 21:00:00,0,0,0,0,0,0
2015-01-10 22:00:00,0,0,0,0,0,0
2015-01-10 23:00:00,0,0,0,0,0,0
2015-01-11 00:00:00,0,0,0,0,0,0
2015-01-11 01:00:00,0,0,0,0,0,0
2015-01-11 02:00:00,0,0,0,0,0,0
2015-01-11 03:00:00,0,0,0,0,0,0
2015-01-11 04:00:00,0,0,0,0,0,0
2015-01-11 05:00:00,0,0,0,0,0,0
2015-01-11 06:00:00,0,0.0001,0.00226666666666667,0.01815,0.031,0.0001
2015-01-11 07:00:00,0.0685375,0.026,0.0705,0.143125,0.2135,0.1018
2015-01-11 08:00:00,0.2012625,0.0918666666666667,0.145933333333333,0.3045,0.3782,0.2401
2015-01-11 09:00:00,0.3052375,0.173966666666667,0.213666666666667,0.41835,0.5092,0.3447
2015-01-11 10:00:00,0.3795875,0.245733333333333,0.296533333333333,0.48735,0.5613,0.4263
2015-01-11 11:00:00,0.399025,0.2848,0.294566666666667,0.471925,0.5605,0.4526
2015-01-11 12:00:00,0.36331875,0.2455,0.242966666666667,0.38905,0.5067,0.4408
2015-01-11 13:00:00,0.26934375,0.159866666666667,0.168533333333333,0.270075,0.3995,0.3695
2015-01-11 14:00:00,0.1290875,0.0702,0.0860666666666667,0.12805,0.2357,0.2469
2015-01-11 15:00:00,0.01676875,0.00493333333333333,0.00673333333333333,0.008475,0.0521,0.0779
2015-01-11 16:00:00,0,0,0,0,0,0
2015-01-11 17:00:00,0,0,0,0,0,0
2015-01-11 18:00:00,0,0,0,0,0,0
2015-01-11 19:00:00,0,0,0,0,0,0
2015-01-11 20:00:00,0,0,0,0,0,0
2015-01-11 21:00:00,0,0,0,0,0,0
2015-01-11 22:00:00,0,0,0,0,0,0
2015-01-11 23:00:00,0,0,0,0,0,0
2015-01-12 00:00:00,0,0,0,0,0,0
2015-01-12 01:00:00,0,0,0,0,0,0
2015-01-12 02:00:00,0,0,0,0,0,0
2015-01-12 03:00:00,0,0,0,0,0,0
2015-01-12 04:00:00,0,0,0,0,0,0
2015-01-12 05:00:00,0,0,0,0,0,0
2015-01-12 06:00:00,0,0.000533333333333333,0.0024,0.0142,0.0104,0
2015-01-12 07:00:00,0.10296875,0.0816666666666667,0.1109,0.1416,0.1004,0.0661
2015-01-12 08:00:00,0.28029375,0.225233333333333,0.288666666666667,0.30295,0.2625,0.1825
2015-01-12 09:00:00,0.4043375,0.3626,0.429166666666667,0.4327,0.4643,0.2782
2015-01-12 10:00:00,0.481425,0.4593,0.503233333333333,0.49555,0.5415,0.3453
2015-01-12 11:00:00,0.4938625,0.4965,0.510166666666667,0.497,0.5315,0.3696
2015-01-12 12:00:00,0.4514125,0.4496,0.457433333333333,0.432675,0.4324,0.3522
2015-01-12 13:00:00,0.35524375,0.355133333333333,0.3513,0.31565,0.2851,0.2748
2015-01-12 14:00:00,0.20665,0.2062,0.197466666666667,0.151225,0.1452,0.1573
2015-01-12 15:00:00,0.03720625,0.0337333333333333,0.0276333333333333,0.0089,0.0217,0.0421
2015-01-12 16:00:00,0,0,0,0,0,0
2015-01-12 17:00:00,0,0,0,0,0,0
2015-01-12 18:00:00,0,0,0,0,0,0
2015-01-12 19:00:00,0,0,0,0,0,0
2015-01-12 20:00:00,0,0,0,0,0,0
2015-01-12 21:00:00,0,0,0,0,0,0
2015-01-12 22:00:00,0,0,0,0,0,0
2015-01-12 23:00:00,0,0,0,0,0,0
2015-01-13 00:00:00,0,0,0,0,0,0
2015-01-13 01:00:00,0,0,0,0,0,0
2015-01-13 02:00:00,0,0,0,0,0,0
2015-01-13 03:00:00,0,0,0,0,0,0
2015-01-13 04:00:00,0,0,0,0,0,0
2015-01-13 05:00:00,0,0,0,0,0,0
2015-01-13 06:00:00,0.0000125,0.00166666666666667,0.0125666666666667,0.041775,0.0358,0.0001
2015-01-13 07:00:00,0.0888875,0.1397,0.2015,0.2374,0.2322,0.1053
2015-01-13 08:00:00,0.23485,0.278366666666667,0.358066666666667,0.39095,0.4081,0.2613
2015-01-13 09:00:00,0.3423375,0.389466666666667,0.460533333333333,0.491625,0.5182,0.4052
2015-01-13 10:00:00,0.409825,0.4552,0.5108,0.5372,0.5697,0.4842
2015-01-13 11:00:00,0.437075,0.4669,0.507833333333333,0.53035,0.5685,0.5068
2015-01-13 12:00:00,0.40889375,0.433566666666667,0.456433333333333,0.4713,0.5147,0.4733
2015-01-13 13:00:00,0.3288,0.349766666666667,0.355533333333333,0.362275,0.4087,0.3895
2015-01-13 14:00:00,0.19301875,0.2055,0.203933333333333,0.198325,0.2487,0.2564
2015-01-13 15:00:00,0.03704375,0.0348,0.0313,0.02155,0.0605,0.0853
2015-01-13 16:00:00,0,0,0,0,0,0
2015-01-13 17:00:00,0,0,0,0,0,0
2015-01-13 18:00:00,0,0,0,0,0,0
2015-01-13 19:00:00,0,0,0,0,0,0
2015-01-13 20:00:00,0,0,0,0,0,0
2015-01-13 21:00:00,0,0,0,0,0,0
2015-01-13 22:00:00,0,0,0,0,0,0
2015-01-13 23:00:00,0,0,0,0,0,0
2015-01-14 00:00:00,0,0,0,0,0,0
2015-01-14 01:00:00,0,0,0,0,0,0
2015-01-14 02:00:00,0,0,0,0,0,0
2015-01-14 03:00:00,0,0,0,0,0,0
2015-01-14 04:00:00,0,0,0,0,0,0
2015-01-14 05:00:00,0,0,0,0,0,0
2015-01-14 06:00:00,0,0.0007,0.0096,0.042825,0.0487,0.0003
2015-01-14 07:00:00,0.04935,0.0528333333333333,0.164733333333333,0.23025,0.2654,0.0974
2015-01-14 08:00:00,0.166125,0.1345,0.301833333333333,0.37425,0.4243,0.2796
2015-01-14 09:00:00,0.2838625,0.218966666666667,0.404266666666667,0.47155,0.5257,0.4261
2015-01-14 10:00:00,0.3698,0.3034,0.4839,0.522875,0.5737,0.5005
2015-01-14 11:00:00,0.40035,0.320966666666667,0.4876,0.523075,0.5705,0.5203
2015-01-14 12:00:00,0.3709375,0.289866666666667,0.420433333333333,0.46365,0.5159,0.4893
2015-01-14 13:00:00,0.2936125,0.2148,0.316033333333333,0.347825,0.4098,0.4054
2015-01-14 14:00:00,0.16163125,0.0928333333333333,0.1753,0.1803,0.2513,0.2648
2015-01-14 15:00:00,0.02664375,0.00656666666666667,0.0203666666666667,0.0179,0.0619,0.0858
2015-01-14 16:00:00,0,0,0,0,0,0
2015-01-14 17:00:00,0,0,0,0,0,0
2015-01-14 18:00:00,0,0,0,0,0,0
2015-01-14 19:00:00,0,0,0,0,0,0
2015-01-14 20:00:00,0,0,0,0,0,0
2015-01-14 21:00:00,0,0,0,0,0,0
2015-01-14 22:00:00,0,0,0,0,0,0
2015-01-14 23:00:00,0,0,0,0,0,0
2015-01-15 00:00:00,0,0,0,0,0,0
2015-01-15 01:00:00,0,0,0,0,0,0
2015-01-15 02:00:00,0,0,0,0,0,0
2015-01-15 03:00:00,0,0,0,0,0,0
2015-01-15 04:00:00,0,0,0,0,0,0
2015-01-15 05:00:00,0,0,0,0,0,0
2015-01-15 06:00:00,0.0000125,0.000166666666666667,0.00413333333333333,0.01995,0.0261,0.0001
2015-01-15 07:00:00,0.08140625,0.0481333333333333,0.0977666666666667,0.13595,0.1501,0.067
2015-01-15 08:00:00,0.21823125,0.1305,0.227233333333333,0.278925,0.2777,0.1954
2015-01-15 09:00:00,0.32764375,0.223333333333333,0.336033333333333,0.41625,0.4115,0.3252
2015-01-15 10:00:00,0.40445625,0.306966666666667,0.3925,0.493175,0.511,0.4255
2015-01-15 11:00:00,0.43218125,0.351166666666667,0.397466666666667,0.492975,0.5247,0.4703
2015-01-15 12:00:00,0.40659375,0.3493,0.370933333333333,0.427625,0.4829,0.4406
2015-01-15 13:00:00,0.30981875,0.280833333333333,0.289766666666667,0.31075,0.3856,0.3564
2015-01-15 14:00:00,0.1618125,0.1461,0.158333333333333,0.1475,0.2227,0.2258
2015-01-15 15:00:00,0.02095625,0.0179333333333333,0.0216333333333333,0.0129,0.0466,0.0691
2015-01-15 16:00:00,0,0,0,0,0,0
2015-01-15 17:00:00,0,0,0,0,0,0
2015-01-15 18:00:00,0,0,0,0,0,0
2015-01-15 19:00:00,0,0,0,0,0,0
2015-01-15 20:00:00,0,0,0,0,0,0
2015-01-15 21:00:00,0,0,0,0,0,0
2015-01-15 22:00:00,0,0,0,0,0,0
2015-01-15 23:00:00,0,0,0,0,0,0
2015-01-16 00:00:00,0,0,0,0,0,0
2015-01-16 01:00:00,0,0,0,0,0,0
2015-01-16 02:00:00,0,0,0,0,0,0
2015-01-16 03:00:00,0,0,0,0,0,0
2015-01-16 04:00:00,0,0,0,0,0,0
2015-01-16 05:00:00,0,0,0,0,0,0
2015-01-16 06:00:00,0,0.000566666666666667,0.00943333333333333,0.03085,0.0144,0
2015-01-16 07:00:00,0.0342,0.0510333333333333,0.1473,0.2078,0.1149,0.0398
2015-01-16 08:00:00,0.11463125,0.131266666666667,0.274266666666667,0.37055,0.2318,0.1102
2015-01-16 09:00:00,0.19119375,0.2098,0.348333333333333,0.4702,0.3627,0.1728
2015-01-16 10:00:00,0.2414,0.239466666666667,0.3709,0.5098,0.4688,0.2278
2015-01-16 11:00:00,0.24470625,0.228266666666667,0.360266666666667,0.4909,0.4829,0.2241
2015-01-16 12:00:00,0.19660625,0.198033333333333,0.310466666666667,0.419,0.4146,0.1732
2015-01-16 13:00:00,0.12768125,0.129266666666667,0.2046,0.302925,0.3221,0.116
2015-01-16 14:00:00,0.05656875,0.0506333333333333,0.0794,0.1482,0.1651,0.0606
2015-01-16 15:00:00,0.00626875,0.00386666666666667,0.00436666666666667,0.013075,0.0277,0.0158
2015-01-16 16:00:00,0,0,0,0,0,0
2015-01-16 17:00:00,0,0,0,0,0,0
2015-01-16 18:00:00,0,0,0,0,0,0
2015-01-16 19:00:00,0,0,0,0,0,0
2015-01-16 20:00:00,0,0,0,0,0,0
2015-01-16 21:00:00,0,0,0,0,0,0
2015-01-16 22:00:00,0,0,0,0,0,0
2015-01-16 23:00:00,0,0,0,0,0,0
2015-01-17 00:00:00,0,0,0,0,0,0
2015-01-17 01:00:00,0,0,0,0,0,0
2015-01-17 02:00:00,0,0,0,0,0,0
2015-01-17 03:00:00,0,0,0,0,0,0
2015-01-17 04:00:00,0,0,0,0,0,0
2015-01-17 05:00:00,0,0,0,0,0,0
2015-01-17 06:00:00,0,0.000166666666666667,0.0008,0.0102,0.0084,0.0001
2015-01-17 07:00:00,0.0305125,0.0349,0.0429333333333333,0.087075,0.0611,0.0464
2015-01-17 08:00:00,0.1137375,0.0812333333333333,0.112233333333333,0.211725,0.1204,0.1291
2015-01-17 09:00:00,0.2082125,0.120533333333333,0.173266666666667,0.33095,0.1701,0.2269
2015-01-17 10:00:00,0.28966875,0.1555,0.2208,0.3539,0.2163,0.3791
2015-01-17 11:00:00,0.32665,0.158233333333333,0.233766666666667,0.299325,0.2393,0.4228
2015-01-17 12:00:00,0.30345,0.1225,0.1955,0.2619,0.2343,0.4027
2015-01-17 13:00:00,0.23251875,0.0759666666666667,0.137033333333333,0.19855,0.1756,0.3297
2015-01-17 14:00:00,0.12643125,0.0331666666666667,0.0687666666666667,0.092125,0.0882,0.2145
