from Lombardi’s study,ac_NORD_to_CNOR,initial_flow_cap,1300000
from Lombardi’s study,ac_CNOR_to_CSUD,initial_flow_cap,1300000
from Lombardi’s study,ac_CNOR_to_SARD,initial_flow_cap,300000
from Lombardi’s study,ac_CSUD_to_SARD,initial_flow_cap,720000
from Lombardi’s study,ac_CSUD_SUD,initial_flow_cap,4600000
from Lombardi’s study,ac_SUD_to_SICI,initial_flow_cap,1100000
Sum of yearly average NTC according to ENTSOe for 2014,ac_NORD_to_EUC,initial_flow_cap,1680000
Yearly average NTC according to ENTSOe for 2014,ac_SUD_to_GRE,initial_flow_cap,0
